word	raw_frequency	freq_per_m	zipf	num_letters	orth_density	orth_density_nbrs	OLD20	orth_nbr_zipf_m	orth_nbr_zipf_SD	orth_C	IPA	phon_density	phon_density_nbrs	PLD20	phon_nbr_zipf_m	phon_nbr_zipf_SD	phon_C	pg_density	pg_density_nbrs	PGLD20	pg_nbr_zipf_m	pg_nbr_zipf_SD	pg_C	num_phonemes
հյուրերիս	1	0.548666739822232	2.7393086340625232	9	1	հյուրերիդ	3.55	2.7393086340625232	0.0	0.0	hjuɹeɹis	1	hjuɹeɹid	3.55	2.7393086340625232	0.0	0.0	1	հյուրերիդ(hjuɹeɹid)	3.9	2.7393086340625232	0.0	0.0	8
ամենքիդ	1	0.548666739822232	2.7393086340625232	7	4	ամենքի, ամենքին, ամենքիս, ամենքդ	2.25	2.965081130810509	0.1303498117730636	0.6666666666666666	amenkʰid	4	amenkʰi, amenkʰin, amenkʰis, amenkʰd	2.7	2.965081130810509	0.1303498117730636	0.6666666666666666	4	ամենքի(amenkʰi), ամենքին(amenkʰin), ամենքիս(amenkʰis), ամենքդ(amenkʰd)	2.75	2.965081130810509	0.1303498117730636	0.6666666666666666	8
մոռանում	1	0.548666739822232	2.7393086340625232	8	0		2.75			0.0	moranum	0		2.75			0.0	0		2.8			0.0	7
այտերի	1	0.548666739822232	2.7393086340625232	6	3	այտերիդ, այտերդ, այտեր	2.4	2.9986923841904045	0.1969974284971864	0.6666666666666666	aɪteɹi	1	aɪteɹid	2.45	3.216429888782186	0.0	0.0	1	այտերիդ(aɪteɹid)	2.55	3.216429888782186	0.0	0.0	6
հարգալից	1	0.548666739822232	2.7393086340625232	8	0		3.25			0.0	harɡalitsʰ	0		3.85			0.0	0		3.9			0.0	10
լաստից	1	0.548666739822232	2.7393086340625232	6	0		2.85			0.0	lastitsʰ	0		2.95			0.0	0		2.95			0.0	8
վերջանում	1	0.548666739822232	2.7393086340625232	9	1	վերծանում	2.8	2.7393086340625232	0.0	0.0	verdʒanum	0		3.2			0.0	0		3.6			0.0	9
կբացվի	1	0.548666739822232	2.7393086340625232	6	0		2.9			0.0	kəbatsʰvi	0		3.75			0.0	0		3.75			0.0	9
հասնեն	1	0.548666739822232	2.7393086340625232	6	1	հասնել	2.45	3.0403386297265045	0.0	0.0	hasnen	1	hasnel	2.35	3.0403386297265045	0.0	0.0	1	հասնել(hasnel)	2.5	3.0403386297265045	0.0	0.0	6
պարբերաբար	1	0.548666739822232	2.7393086340625232	10	0		5.05			0.0	parbeɹabar	0		5.25			0.0	0		5.4			0.0	10
շող	1	0.548666739822232	2.7393086340625232	3	7	թող, հող, գող, շաղ, շոք, կող, շոգ	1.65	2.9820186346819546	0.5945156569881959	0.3333333333333333	ʃoʀ	5	hoʀ, ɡoʀ, ʃaʀ, koʀ, ʃoɡ	1.75	2.7393086340625232	0.0	0.3	5	հող(hoʀ), գող(ɡoʀ), շաղ(ʃaʀ), կող(koʀ), շոգ(ʃoɡ)	1.75	2.7393086340625232	0.0	0.3	3
ծառայել	1	0.548666739822232	2.7393086340625232	7	0		2.9			0.0	tsaraɪel	0		3.35			0.0	0		3.45			0.0	8
դարպասներ	1	0.548666739822232	2.7393086340625232	9	0		3.85			0.0	darpasner	0		3.95			0.0	0		4.2			0.0	9
դայակին	1	0.548666739822232	2.7393086340625232	7	0		2.7			0.0	daɪakin	0		2.7			0.0	0		2.7			0.0	7
վերադառնա	1	0.548666739822232	2.7393086340625232	9	1	վերադառնալ	3.75	3.216429888782186	0.0	0.0	veɹadarna	1	veɹadarnal	4.0	3.216429888782186	0.0	0.0	1	վերադառնալ(veɹadarnal)	4.2	3.216429888782186	0.0	0.0	9
հաճույքի	1	0.548666739822232	2.7393086340625232	8	0		3.75			0.0	hatʃujkʰi	0		4.15			0.0	0		4.5			0.0	9
գնացած	1	0.548666739822232	2.7393086340625232	6	2	մնացած, հնացած	2.3	2.9778692614223545	0.2385606273598313	1.0	ɡənatsʰats	2	mənatsʰats, hənatsʰats	3.1	2.9778692614223545	0.2385606273598313	1.0	2	մնացած(mənatsʰats), հնացած(hənatsʰats)	3.1	2.9778692614223545	0.2385606273598313	1.0	10
տեսած	1	0.548666739822232	2.7393086340625232	5	2	տեսա, տեսակ	1.9	3.462887649733633	0.1215190243431472	1.0	tesats	0		2.35			0.0	0		2.45			0.0	6
հայտնաբերմամբ	1	0.548666739822232	2.7393086340625232	13	0		6.9			0.0	haɪtnabermamb	0		7.05			0.0	0		7.05			0.0	13
գորտը	1	0.548666739822232	2.7393086340625232	5	1	գործը	2.2	3.58440667407678	0.0	0.0	ɡortə	2	ɡorts, ɡortsə	2.4	3.613402647565624	0.0289959734888434	1.0	1	գործը(ɡortsə)	2.5	3.58440667407678	0.0	0.0	5
լողալու	1	0.548666739822232	2.7393086340625232	7	0		3.4			0.0	loʀalu	1	loʀal	3.25	2.7393086340625232	0.0	0.0	0		3.55			0.0	6
վհատեցնում	1	0.548666739822232	2.7393086340625232	10	0		3.65			0.0	vəhatetsʰnum	0		4.5			0.0	0		4.5			0.0	12
ուշանում	1	0.548666739822232	2.7393086340625232	8	0		2.85			0.0	uʃanum	0		2.6			0.0	0		2.9			0.0	6
չափեն	1	0.548666739822232	2.7393086340625232	5	0		2.0			0.0	tʃʰapʰen	0		3.25			0.0	0		3.3			0.0	8
աթոռին	1	0.548666739822232	2.7393086340625232	6	2	աթոռից, աթոռն	2.8	2.7393086340625232	0.0	0.0	atʰorin	1	atʰorən	3.45	2.7393086340625232	0.0	0.0	1	աթոռն(atʰorən)	3.45	2.7393086340625232	0.0	0.0	7
պապ	1	0.548666739822232	2.7393086340625232	3	4	պահ, պաղ, պար, կապ	1.8	3.128384259254345	0.2820743474665508	0.5	pap	4	pah, paʀ, par, kap	1.8	3.128384259254345	0.2820743474665508	0.5	4	պահ(pah), պաղ(paʀ), պար(par), կապ(kap)	1.8	3.128384259254345	0.2820743474665508	0.5	3
հաստատվել	1	0.548666739822232	2.7393086340625232	9	0		3.5			0.0	hastatvel	0		3.5			0.0	0		3.6			0.0	9
ուրուներն	1	0.548666739822232	2.7393086340625232	9	0		3.9			0.0	uɹuneɹən	0		3.8			0.0	0		4.55			0.0	8
սքանչելի	1	0.548666739822232	2.7393086340625232	8	0		3.7			0.0	əskʰantʃʰeli	0		5.55			0.0	0		5.65			0.0	12
կախարդներ	1	0.548666739822232	2.7393086340625232	9	0		4.1			0.0	kaχardner	0		4.45			0.0	0		4.6			0.0	9
հանդգնությունը	1	0.548666739822232	2.7393086340625232	14	1	հանդգնություն	4.4	2.7393086340625232	0.0	0.0	handɡnutʰjunə	1	handɡnutʰjun	4.4	2.7393086340625232	0.0	0.0	1	հանդգնություն(handɡnutʰjun)	4.45	2.7393086340625232	0.0	0.0	13
կխոսի	1	0.548666739822232	2.7393086340625232	5	2	խոսի, կհոսի	2.5	2.9778692614223545	0.2385606273598313	0.0	kəχosi	1	kəhosi	2.75	2.7393086340625232	0.0	0.0	1	կհոսի(kəhosi)	2.75	2.7393086340625232	0.0	0.0	6
պենելոպե	1	0.548666739822232	2.7393086340625232	8	0		4.0			0.0	penelope	0		4.8			0.0	0		4.8			0.0	8
գործերում	1	0.548666739822232	2.7393086340625232	9	0		3.6			0.0	ɡortseɹum	0		3.55			0.0	0		3.85			0.0	9
ծածկույթը	1	0.548666739822232	2.7393086340625232	9	0		4.1			0.0	tsatskujtʰə	0		5.1			0.0	0		5.3			0.0	11
փրփրի	1	0.548666739822232	2.7393086340625232	5	0		2.75			0.0	pʰərpʰɹi	0		3.9			0.0	0		3.9			0.0	8
ունկերիդ	1	0.548666739822232	2.7393086340625232	8	2	ունկերին, ունկերիս	3.2	2.7393086340625232	0.0	1.0	unkeɹid	2	unkeɹin, unkeɹis	3.15	2.7393086340625232	0.0	1.0	2	ունկերին(unkeɹin), ունկերիս(unkeɹis)	3.45	2.7393086340625232	0.0	1.0	7
դայակդ	1	0.548666739822232	2.7393086340625232	6	1	դայակ	2.7	3.915399893118205	0.0	0.0	daɪakd	1	daɪak	2.7	3.915399893118205	0.0	0.0	1	դայակ(daɪak)	2.7	3.915399893118205	0.0	0.0	6
արևմուտքում	1	0.548666739822232	2.7393086340625232	11	0		5.45			0.0	aɹevmutkʰum	0		5.7			0.0	0		6.2			0.0	11
ստացա	1	0.548666739822232	2.7393086340625232	5	1	ստացած	2.45	2.7393086340625232	0.0	0.0	əstatsʰa	0		3.1			0.0	0		3.15			0.0	8
հասցնում	1	0.548666739822232	2.7393086340625232	8	3	հասնում, հարցնում, հագցնում	2.3	3.1729852992838503	0.309197321165006	0.3333333333333333	hastsʰnum	2	hartsʰnum, haɡtsʰnum	2.55	3.0403386297265045	0.3010299956639812	1.0	2	հարցնում(hartsʰnum), հագցնում(haɡtsʰnum)	2.7	3.0403386297265045	0.3010299956639812	1.0	9
նացիստներն	1	0.548666739822232	2.7393086340625232	10	0		4.8			0.0	natsʰistneɹən	0		6.2			0.0	0		6.2			0.0	13
ականջդ	1	0.548666739822232	2.7393086340625232	6	2	ականջ, ականջիդ	2.75	2.889823631894514	0.1505149978319906	0.0	akandʒd	2	akandʒ, akandʒid	3.35	2.889823631894514	0.1505149978319906	0.0	2	ականջ(akandʒ), ականջիդ(akandʒid)	3.4	2.889823631894514	0.1505149978319906	0.0	7
անօգնական	1	0.548666739822232	2.7393086340625232	9	0		3.6			0.0	anoɡnakan	0		3.55			0.0	0		3.6			0.0	9
անգլիան	1	0.548666739822232	2.7393086340625232	7	1	անգլիա	2.8	3.216429888782186	0.0	0.0	anɡlian	1	anɡlia	2.9	3.216429888782186	0.0	0.0	1	անգլիա(anɡlia)	2.95	3.216429888782186	0.0	0.0	7
բարձր	1	0.548666739822232	2.7393086340625232	5	0		2.15			0.0	bardzər	0		2.8			0.0	0		2.8			0.0	7
կորած	1	0.548666739822232	2.7393086340625232	5	5	փորած, կորավ, կորան, թորած, կտրած	2.15	2.7393086340625232	0.0	0.2	koɹats	0		2.6			0.0	0		2.6			0.0	6
գուշակներ	1	0.548666739822232	2.7393086340625232	9	2	գուշակների, գուշակներն	3.5	2.7393086340625232	0.0	1.0	ɡuʃakner	0		3.6			0.0	0		4.05			0.0	8
ձագերի	1	0.548666739822232	2.7393086340625232	6	1	ձագերին	2.65	2.7393086340625232	0.0	0.0	dzaɡeɹi	1	dzaɡeɹin	3.3	2.7393086340625232	0.0	0.0	1	ձագերին(dzaɡeɹin)	3.4	2.7393086340625232	0.0	0.0	7
կարենայի	1	0.548666739822232	2.7393086340625232	8	1	կամենայի	2.65	2.7393086340625232	0.0	0.0	kaɹenaɪi	1	kamenaɪi	2.85	2.7393086340625232	0.0	0.0	1	կամենայի(kamenaɪi)	2.95	2.7393086340625232	0.0	0.0	8
ապացուցված	1	0.548666739822232	2.7393086340625232	10	0		4.8			0.0	apatsʰutsʰvats	0		6.25			0.0	0		6.25			0.0	14
շապիկս	1	0.548666739822232	2.7393086340625232	6	1	շապիկ	2.75	2.7393086340625232	0.0	0.0	ʃapiks	1	ʃapik	2.8	2.7393086340625232	0.0	0.0	1	շապիկ(ʃapik)	2.95	2.7393086340625232	0.0	0.0	6
բախտդ	1	0.548666739822232	2.7393086340625232	5	3	բախտի, բախտը, բախտն	2.3	2.7393086340625232	0.0	1.0	baχtd	2	baχti, baχtə	2.45	2.7393086340625232	0.0	1.0	2	բախտի(baχti), բախտը(baχtə)	2.5	2.7393086340625232	0.0	1.0	5
մահագույժ	1	0.548666739822232	2.7393086340625232	9	0		4.25			0.0	mahaɡujʒ	0		4.45			0.0	0		4.5			0.0	8
պողպատ	1	0.548666739822232	2.7393086340625232	6	0		3.35			0.0	poʀpat	0		3.55			0.0	0		3.6			0.0	6
զարհուրելի	1	0.548666739822232	2.7393086340625232	10	0		4.7			0.0	zarhuɹeli	0		4.15			0.0	0		4.75			0.0	9
վերադարձից	1	0.548666739822232	2.7393086340625232	10	0		4.25			0.0	veɹadardzitsʰ	0		5.35			0.0	0		5.35			0.0	13
պարգևներ	1	0.548666739822232	2.7393086340625232	8	0		3.5			0.0	parɡevner	0		4.4			0.0	0		4.45			0.0	9
անբանի	1	0.548666739822232	2.7393086340625232	6	1	անբան	2.55	3.0403386297265045	0.0	0.0	anbani	1	anban	2.65	3.0403386297265045	0.0	0.0	1	անբան(anban)	2.65	3.0403386297265045	0.0	0.0	6
պարտավոր	1	0.548666739822232	2.7393086340625232	8	0		2.8			0.0	partavor	0		2.8			0.0	0		3.05			0.0	8
վարժվում	1	0.548666739822232	2.7393086340625232	8	2	շարժվում, վարվում	2.5	3.088793636230533	0.3494850021680096	0.0	varʒvum	2	ʃarʒvum, varvum	2.6	3.088793636230533	0.3494850021680096	0.0	2	շարժվում(ʃarʒvum), վարվում(varvum)	2.6	3.088793636230533	0.3494850021680096	0.0	7
սպիտամորթները	1	0.548666739822232	2.7393086340625232	13	0		6.5			0.0	əspitamortʰneɹə	0		8.0			0.0	0		8.0			0.0	15
սովորությունն	1	0.548666739822232	2.7393086340625232	13	0		4.45			0.0	sovoɹutʰjunən	0		4.7			0.0	0		4.75			0.0	13
փախեք	1	0.548666739822232	2.7393086340625232	5	2	փախել, բախեք	1.9	3.088793636230533	0.3494850021680096	0.0	pʰaχekʰ	0		2.75			0.0	0		2.75			0.0	7
տանջում	1	0.548666739822232	2.7393086340625232	7	1	տանում	2.25	3.216429888782186	0.0	0.0	tandʒum	0		2.85			0.0	0		2.85			0.0	7
կուսակցության	1	0.548666739822232	2.7393086340625232	13	0		5.35			0.0	kusaktsʰutʰjan	0		5.4			0.0	0		5.9			0.0	14
օպերատոր	1	0.548666739822232	2.7393086340625232	8	0		4.35			0.0	opeɹator	0		4.5			0.0	0		4.6			0.0	8
հեռացրի	1	0.548666739822232	2.7393086340625232	7	0		3.45			0.0	heratsʰɹi	0		3.55			0.0	0		3.7			0.0	9
երկարաբանությունը	1	0.548666739822232	2.7393086340625232	17	0		6.2			0.0	jerkaɹabanutʰjunə	0		7.4			0.0	0		7.4			0.0	17
փերիների	1	0.548666739822232	2.7393086340625232	8	0		3.6			0.0	pʰeɹineɹi	0		4.6			0.0	0		4.6			0.0	9
համբույրների	1	0.548666739822232	2.7393086340625232	12	0		4.65			0.0	hambujrneɹi	0		5.0			0.0	0		5.15			0.0	11
կեղծես	1	0.548666739822232	2.7393086340625232	6	1	կեղծեն	2.75	2.7393086340625232	0.0	0.0	keʀtses	1	keʀtsen	3.2	2.7393086340625232	0.0	0.0	1	կեղծեն(keʀtsen)	3.25	2.7393086340625232	0.0	0.0	7
կիրթ	1	0.548666739822232	2.7393086340625232	4	0		2.1			0.0	kirtʰ	0		2.6			0.0	0		2.8			0.0	5
հոսում	1	0.548666739822232	2.7393086340625232	6	3	խոսում, հոգում, փոսում	1.85	3.165559834380133	0.6028102284669746	0.3333333333333333	hosum	2	χosum, hoɡum	1.9	3.378685434538938	0.6393768004764147	0.0	2	խոսում(χosum), հոգում(hoɡum)	1.9	3.378685434538938	0.6393768004764147	0.0	5
սրբերը	1	0.548666739822232	2.7393086340625232	6	3	սրերը, սրբերի, սրբերն	2.35	2.7393086340625232	0.0	0.3333333333333333	sərbeɹə	2	sərbeɹi, sərbeɹən	2.8	2.7393086340625232	0.0	0.0	2	սրբերի(sərbeɹi), սրբերն(sərbeɹən)	2.8	2.7393086340625232	0.0	0.0	7
կայտառացավ	1	0.548666739822232	2.7393086340625232	10	0		5.15			0.0	kaɪtaratsʰav	0		5.4			0.0	0		5.5			0.0	12
ընդունեք	1	0.548666739822232	2.7393086340625232	8	2	ընդունել, ընդունեց	3.25	3.190853627558495	0.1505149978319906	1.0	əndunekʰ	0		3.2			0.0	0		3.5			0.0	8
պահվում	1	0.548666739822232	2.7393086340625232	7	1	պահում	2.05	3.216429888782186	0.0	0.0	pahvum	1	pahum	2.4	3.216429888782186	0.0	0.0	1	պահում(pahum)	2.4	3.216429888782186	0.0	0.0	6
երկերեսանի	1	0.548666739822232	2.7393086340625232	10	0		5.0			0.0	jerkeɹesani	0		5.35			0.0	0		5.4			0.0	11
արածիդ	1	0.548666739822232	2.7393086340625232	6	2	արածից, արածի	2.55	2.7393086340625232	0.0	1.0	aɹatsid	1	aɹatsi	2.7	2.7393086340625232	0.0	0.0	1	արածի(aɹatsi)	2.8	2.7393086340625232	0.0	0.0	7
վճռեց	1	0.548666739822232	2.7393086340625232	5	2	վճռեք, վճռել	2.65	2.7393086340625232	0.0	1.0	vətʃretsʰ	0		3.55			0.0	0		3.6			0.0	9
թուլությունն	1	0.548666739822232	2.7393086340625232	12	0		3.9			0.0	tʰulutʰjunən	0		4.35			0.0	0		4.4			0.0	12
վիրաբույժ	1	0.548666739822232	2.7393086340625232	9	0		4.55			0.0	viɹabujʒ	0		4.8			0.0	0		4.8			0.0	8
պասկուալինո	1	0.548666739822232	2.7393086340625232	11	0		6.0			0.0	paskvalino	0		5.25			0.0	0		6.0			0.0	10
հալեցման	1	0.548666739822232	2.7393086340625232	8	0		3.85			0.0	haletsʰman	0		4.4			0.0	0		4.55			0.0	10
մաքդոնվալդը	1	0.548666739822232	2.7393086340625232	11	0		6.7			0.0	makʰdonvaldə	0		6.8			0.0	0		6.85			0.0	12
սույնով	1	0.548666739822232	2.7393086340625232	7	1	գույնով	2.9	2.7393086340625232	0.0	0.0	sujnov	1	ɡujnov	2.8	2.7393086340625232	0.0	0.0	1	գույնով(ɡujnov)	3.15	2.7393086340625232	0.0	0.0	6
թյուր	1	0.548666739822232	2.7393086340625232	5	2	բյուր, հյուր	1.9	2.7393086340625232	0.0	1.0	tʰjur	0		2.65			0.0	0		2.65			0.0	5
լցնել	1	0.548666739822232	2.7393086340625232	5	2	լինել, ացնել	1.9	3.4382786383985424	0.698970004336019	0.0	lətsʰnel	0		2.95			0.0	0		3.05			0.0	8
մերկուցիոյին	1	0.548666739822232	2.7393086340625232	12	1	մերկուցիոյի	5.35	3.0403386297265045	0.0	0.0	merkutsʰiojin	1	merkutsʰioji	5.85	3.0403386297265045	0.0	0.0	1	մերկուցիոյի(merkutsʰioji)	5.9	3.0403386297265045	0.0	0.0	13
վստահում	1	0.548666739822232	2.7393086340625232	8	0		2.8			0.0	vəstahum	0		2.95			0.0	0		3.15			0.0	8
դիպլոմ	1	0.548666739822232	2.7393086340625232	6	0		3.35			0.0	diplom	0		3.8			0.0	0		3.8			0.0	6
նվաճվեցի	1	0.548666739822232	2.7393086340625232	8	0		3.75			0.0	nəvatʃvetsʰi	0		4.75			0.0	0		4.75			0.0	12
քույրերն	1	0.548666739822232	2.7393086340625232	8	1	քույրերին	3.3	2.7393086340625232	0.0	0.0	kʰujɹeɹən	1	kʰujɹeɹin	3.85	2.7393086340625232	0.0	0.0	1	քույրերին(kʰujɹeɹin)	4.1	2.7393086340625232	0.0	0.0	9
կհանդգնի	1	0.548666739822232	2.7393086340625232	8	0		3.65			0.0	kəhandɡni	0		3.9			0.0	0		4.05			0.0	9
փակված	1	0.548666739822232	2.7393086340625232	6	0		2.25			0.0	pʰakvats	0		2.8			0.0	0		2.8			0.0	8
կենաց	1	0.548666739822232	2.7393086340625232	5	3	կենացը, կենացն, կենացդ	1.95	3.0210079807339425	0.3983830365743609	1.0	kenatsʰ	2	kenatsʰə, kenatsʰd	2.55	3.161857654069652	0.4225490200071284	1.0	2	կենացը(kenatsʰə), կենացդ(kenatsʰd)	2.55	3.161857654069652	0.4225490200071284	1.0	7
տաճարում	1	0.548666739822232	2.7393086340625232	8	0		2.75			0.0	tatʃaɹum	0		3.05			0.0	0		3.2			0.0	8
տեղակալին	1	0.548666739822232	2.7393086340625232	9	0		3.95			0.0	teʀakalin	0		3.9			0.0	0		4.2			0.0	9
անշարժ	1	0.548666739822232	2.7393086340625232	6	0		2.85			0.0	anʃarʒ	0		2.75			0.0	0		2.9			0.0	6
ատամի	1	0.548666739822232	2.7393086340625232	5	0		2.2			0.0	atami	0		2.4			0.0	0		2.45			0.0	5
հանձնիր	1	0.548666739822232	2.7393086340625232	7	0		2.7			0.0	handznir	0		3.45			0.0	0		3.55			0.0	8
տեղավորվել	1	0.548666739822232	2.7393086340625232	10	0		4.3			0.0	teʀavorvel	0		4.7			0.0	0		4.75			0.0	10
պահանջելու	1	0.548666739822232	2.7393086340625232	10	0		3.75			0.0	pahandʒelu	1	pahandʒel	4.35	3.3413686253904857	0.0	0.0	0		4.45			0.0	10
հովհարն	1	0.548666739822232	2.7393086340625232	7	1	հովհարս	3.55	2.7393086340625232	0.0	0.0	hovhaɹən	0		3.8			0.0	0		3.8			0.0	8
սրերի	1	0.548666739822232	2.7393086340625232	5	4	սրերը, սրբերի, օրերի, սրերն	1.8	2.7393086340625232	0.0	0.1666666666666666	səɹeɹi	1	səɹeɹə	2.4	2.7393086340625232	0.0	0.0	1	սրերը(səɹeɹə)	2.4	2.7393086340625232	0.0	0.0	6
վստահության	1	0.548666739822232	2.7393086340625232	11	0		3.95			0.0	vəstahutʰjan	0		4.5			0.0	0		4.6			0.0	12
սառչած	1	0.548666739822232	2.7393086340625232	6	2	կառչած, սառած	2.7	2.7393086340625232	0.0	0.0	sartʃʰats	1	kartʃʰats	3.55	2.7393086340625232	0.0	0.0	1	կառչած(kartʃʰats)	3.55	2.7393086340625232	0.0	0.0	9
գրությունն	1	0.548666739822232	2.7393086340625232	10	0		2.8			0.0	ɡəɹutʰjunən	0		3.45			0.0	0		3.45			0.0	11
բարօրությունից	1	0.548666739822232	2.7393086340625232	14	1	բարձրությունից	4.7	2.7393086340625232	0.0	0.0	baɹoɹutʰjunitsʰ	0		6.1			0.0	0		6.1			0.0	15
դիպել	1	0.548666739822232	2.7393086340625232	5	2	դիմել, դիպչել	2.2	3.088793636230533	0.3494850021680096	0.0	dipel	1	dimel	2.45	3.4382786383985424	0.0	0.0	1	դիմել(dimel)	2.5	3.4382786383985424	0.0	0.0	5
ձերն	1	0.548666739822232	2.7393086340625232	4	4	ձեր, սերն, ձերդ, տերն	1.8	3.893243556217312	0.4942821681439563	0.3333333333333333	dzeɹən	0		2.5			0.0	0		2.65			0.0	6
վերցրեց	1	0.548666739822232	2.7393086340625232	7	2	վերցրել, վերցրեք	2.65	2.9778692614223545	0.2385606273598313	1.0	vertsʰɹetsʰ	0		3.8			0.0	0		3.85			0.0	11
համբերատարության	1	0.548666739822232	2.7393086340625232	16	0		6.55			0.0	hambeɹataɹutʰjan	0		6.55			0.0	0		6.65			0.0	16
հեռավոր	1	0.548666739822232	2.7393086340625232	7	0		2.8			0.0	heravor	0		2.85			0.0	0		3.1			0.0	7
կիջնեմ	1	0.548666739822232	2.7393086340625232	6	1	կիջնեք	2.45	2.7393086340625232	0.0	0.0	kidʒnem	0		3.1			0.0	0		3.2			0.0	7
փոշի	1	0.548666739822232	2.7393086340625232	4	1	փոկի	1.95	3.517459884446167	0.0	0.0	pʰoʃi	1	pʰoki	2.55	3.517459884446167	0.0	0.0	1	փոկի(pʰoki)	2.55	3.517459884446167	0.0	0.0	5
խաբեցիր	1	0.548666739822232	2.7393086340625232	7	0		3.0			0.0	χabetsʰir	0		3.5			0.0	0		3.5			0.0	9
լուսաբաց	1	0.548666739822232	2.7393086340625232	8	0		3.85			0.0	lusabatsʰ	0		4.05			0.0	0		4.75			0.0	9
կմտածեր	1	0.548666739822232	2.7393086340625232	7	1	կմտածեմ	2.75	2.7393086340625232	0.0	0.0	kəmtatser	1	kəmtatsem	3.75	2.7393086340625232	0.0	0.0	1	կմտածեմ(kəmtatsem)	3.75	2.7393086340625232	0.0	0.0	9
ծեծում	1	0.548666739822232	2.7393086340625232	6	1	հեծում	2.1	3.0403386297265045	0.0	0.0	tsetsum	0		2.75			0.0	0		2.8			0.0	7
աղավնին	1	0.548666739822232	2.7393086340625232	7	0		3.2			0.0	aʀavnin	0		3.6			0.0	0		3.6			0.0	7
խոցոտվի	1	0.548666739822232	2.7393086340625232	7	0		3.9			0.0	χotsʰotvi	0		4.55			0.0	0		4.55			0.0	9
փոխադարձ	1	0.548666739822232	2.7393086340625232	8	0		4.25			0.0	pʰoχadardz	0		5.7			0.0	0		5.7			0.0	10
հետաքրքրվել	1	0.548666739822232	2.7393086340625232	11	0		5.7			0.0	hetakʰrkʰrvel	0		7.2			0.0	0		7.2			0.0	13
ճյուղ	1	0.548666739822232	2.7393086340625232	5	0		2.7			0.0	tʃjuʀ	0		2.9			0.0	0		2.95			0.0	5
կրակի	1	0.548666739822232	2.7393086340625232	5	1	կրակը	1.95	2.7393086340625232	0.0	0.0	kəɹaki	1	kəɹakə	2.55	2.7393086340625232	0.0	0.0	1	կրակը(kəɹakə)	2.65	2.7393086340625232	0.0	0.0	6
զարկեն	1	0.548666739822232	2.7393086340625232	6	3	զրկեն, զարկել, զարկեք	2.35	2.7393086340625232	0.0	0.3333333333333333	zarken	2	zərken, zarkel	2.35	2.7393086340625232	0.0	0.0	2	զրկեն(zərken), զարկել(zarkel)	2.45	2.7393086340625232	0.0	0.0	6
արտաքուստ	1	0.548666739822232	2.7393086340625232	9	0		4.5			0.0	artakʰust	0		4.65			0.0	0		4.85			0.0	9
քաշեմ	1	0.548666739822232	2.7393086340625232	5	2	քաշել, ճաշեմ	2.15	2.7393086340625232	0.0	0.0	kʰaʃem	2	kʰaʃel, kʰaʃum	2.15	2.7393086340625232	0.0	0.0	1	քաշել(kʰaʃel)	2.3	2.7393086340625232	0.0	0.0	6
պոկված	1	0.548666739822232	2.7393086340625232	6	0		2.8			0.0	pokvats	0		2.85			0.0	0		2.85			0.0	7
անհամեստ	1	0.548666739822232	2.7393086340625232	8	0		3.45			0.0	anhamest	0		3.5			0.0	0		3.5			0.0	8
զարթնելով	1	0.548666739822232	2.7393086340625232	9	0		3.5			0.0	zartʰnelov	0		3.95			0.0	0		4.0			0.0	10
սառցակալում	1	0.548666739822232	2.7393086340625232	11	0		4.95			0.0	sartsʰakalum	0		5.4			0.0	0		5.7			0.0	12
տանտիրուհին	1	0.548666739822232	2.7393086340625232	11	0		5.05			0.0	tantiɹuhin	0		4.65			0.0	0		5.15			0.0	10
կատադրոյֆը	1	0.548666739822232	2.7393086340625232	10	1	կատադրոյֆե	4.45	3.943428616718448	0.0	0.0	katadɹojfə	1	katadɹojfe	4.95	3.943428616718448	0.0	0.0	1	կատադրոյֆե(katadɹojfe)	4.95	3.943428616718448	0.0	0.0	10
գերազանցում	1	0.548666739822232	2.7393086340625232	11	0		4.35			0.0	ɡeɹazantsʰum	0		5.2			0.0	0		5.45			0.0	12
մորեսք	1	0.548666739822232	2.7393086340625232	6	0		2.85			0.0	moɹeskʰ	0		3.1			0.0	0		3.2			0.0	7
ծննդաբերումից	1	0.548666739822232	2.7393086340625232	13	0		6.85			0.0	tsənndabeɹumitsʰ	0		8.75			0.0	0		8.9			0.0	16
արցունքներ	1	0.548666739822232	2.7393086340625232	10	3	արցունքները, արցունքների, արցունքներդ	3.65	2.8396519659505173	0.1419069008497054	1.0	artsʰunkʰner	1	artsʰunkʰnerd	5.0	2.7393086340625232	0.0	0.0	1	արցունքներդ(artsʰunkʰnerd)	5.1	2.7393086340625232	0.0	0.0	12
ծանոթացրեց	1	0.548666739822232	2.7393086340625232	10	0		4.45			0.0	tsanotʰatsʰɹetsʰ	0		6.6			0.0	0		6.6			0.0	16
հանձնելու	1	0.548666739822232	2.7393086340625232	9	0		3.0			0.0	handznelu	1	handznel	3.45	2.7393086340625232	0.0	0.0	0		3.8			0.0	9
այսեղ	1	0.548666739822232	2.7393086340625232	5	1	այստեղ	2.2	4.463584503663313	0.0	0.0	aɪseʀ	1	aɪsteʀ	2.25	4.463584503663313	0.0	0.0	1	այստեղ(aɪsteʀ)	2.25	4.463584503663313	0.0	0.0	5
