word	raw_frequency	freq_per_m	zipf	num_letters	orth_density	orth_density_nbrs	OLD20	orth_nbr_zipf_m	orth_nbr_zipf_SD	orth_C	IPA	phon_density	phon_density_nbrs	PLD20	phon_nbr_zipf_m	phon_nbr_zipf_SD	phon_C	pg_density	pg_density_nbrs	PGLD20	pg_nbr_zipf_m	pg_nbr_zipf_SD	pg_C	num_phonemes
ահավոր	2	1.097333479644464	3.0403386297265045	6	0		2.65			0.0	ahavor	0		2.9			0.0	0		2.9			0.0	6
ապագան	2	1.097333479644464	3.0403386297265045	6	2	ապագա, ապական	2.75	2.889823631894514	0.1505149978319906	0.0	apaɡan	2	apaɡa, apakan	2.75	2.889823631894514	0.1505149978319906	0.0	2	ապագա(apaɡa), ապական(apakan)	2.75	2.889823631894514	0.1505149978319906	0.0	6
զբոսնելու	2	1.097333479644464	3.0403386297265045	9	0		3.8			0.0	əzbosnelu	0		4.65			0.0	0		4.65			0.0	9
սրանից	2	1.097333479644464	3.0403386297265045	6	3	նրանից, դրանից, սրանց	1.9	3.390722803875632	0.5135649478984848	0.3333333333333333	səɹanitsʰ	3	nəɹanitsʰ, dəɹanitsʰ, səɹantsʰ	2.65	3.390722803875632	0.5135649478984848	0.3333333333333333	3	նրանից(nəɹanitsʰ), դրանից(dəɹanitsʰ), սրանց(səɹantsʰ)	2.65	3.390722803875632	0.5135649478984848	0.3333333333333333	9
երկնակամարը	2	1.097333479644464	3.0403386297265045	11	1	երկնակամարի	5.65	2.7393086340625232	0.0	0.0	jerknakamaɹə	1	jerknakamaɹi	6.2	2.7393086340625232	0.0	0.0	1	երկնակամարի(jerknakamaɹi)	6.3	2.7393086340625232	0.0	0.0	12
ֆայֆի	2	1.097333479644464	3.0403386297265045	5	2	ֆայֆը, ֆայֆ	2.4	2.7393086340625232	0.0	1.0	faɪfi	2	faɪfə, faɪf	2.55	2.7393086340625232	0.0	1.0	2	ֆայֆը(faɪfə), ֆայֆ(faɪf)	2.55	2.7393086340625232	0.0	1.0	5
դունկանը	2	1.097333479644464	3.0403386297265045	8	3	դունկանի, դունկանն, դունկան	3.4	3.157732802430292	0.3203787894332357	1.0	dunkanə	3	dunkani, dunkanən, dunkan	3.2	3.157732802430292	0.3203787894332357	0.3333333333333333	3	դունկանի(dunkani), դունկանն(dunkanən), դունկան(dunkan)	3.4	3.157732802430292	0.3203787894332357	0.3333333333333333	7
խախտեց	2	1.097333479644464	3.0403386297265045	6	1	խախտեք	2.75	2.7393086340625232	0.0	0.0	χaχtetsʰ	0		2.9			0.0	0		2.85			0.0	8
տեղեկացնում	2	1.097333479644464	3.0403386297265045	11	0		4.7			0.0	teʀekatsʰnum	0		5.0			0.0	0		5.1			0.0	12
աշխատանքի	2	1.097333479644464	3.0403386297265045	9	4	աշխատանք, աշխատանքս, աշխատանքից, աշխատանքը	3.35	3.084361444490425	0.278617891168069	0.5	aʃχatankʰi	3	aʃχatankʰ, aʃχatankʰs, aʃχatankʰə	3.95	3.0990357160783986	0.3203787894332356	1.0	3	աշխատանք(aʃχatankʰ), աշխատանքս(aʃχatankʰs), աշխատանքը(aʃχatankʰə)	4.0	3.0990357160783986	0.3203787894332356	1.0	10
մոտով	2	1.097333479644464	3.0403386297265045	5	0		2.2			0.0	motov	0		2.45			0.0	0		2.45			0.0	5
խոց	2	1.097333479644464	3.0403386297265045	3	2	բոց, գոց	1.9	2.889823631894514	0.1505149978319906	1.0	χotsʰ	2	botsʰ, ɡotsʰ	2.0	2.889823631894514	0.1505149978319906	1.0	2	բոց(botsʰ), գոց(ɡotsʰ)	2.1	2.889823631894514	0.1505149978319906	1.0	5
զորեղ	2	1.097333479644464	3.0403386297265045	5	0		2.75			0.0	zoɹeʀ	0		2.8			0.0	0		2.85			0.0	5
անձրև	2	1.097333479644464	3.0403386297265045	5	0		2.7			0.0	andzɹev	0		3.3			0.0	0		3.5			0.0	7
ֆիլմեր	2	1.097333479644464	3.0403386297265045	6	2	ֆիլմերը, ֆիլմերի	2.6	2.889823631894514	0.1505149978319906	1.0	filmer	0		2.85			0.0	0		2.95			0.0	6
կյանքն	2	1.097333479644464	3.0403386297265045	6	6	կյանքը, կյանքս, կյանքի, կյանք, կյանքին, կյանքդ	1.95	3.3695772644780484	0.1925868368730377	0.7333333333333333	kjankʰən	2	kjankʰə, kjankʰin	2.3	3.400418281429483	0.1839883926472971	0.0	2	կյանքը(kjankʰə), կյանքին(kjankʰin)	2.35	3.400418281429483	0.1839883926472971	0.0	8
լորնա	2	1.097333479644464	3.0403386297265045	5	0		2.55			0.0	lorna	0		2.75			0.0	0		2.85			0.0	5
իննը	2	1.097333479644464	3.0403386297265045	4	4	ինչը, ինը, ինն, ինքը	1.8	3.009103945574429	0.2733874925850967	0.6666666666666666	innə	1	inə	2.15	3.216429888782186	0.0	0.0	1	ինը(inə)	2.3	3.216429888782186	0.0	0.0	4
առաջինին	2	1.097333479644464	3.0403386297265045	8	0		3.35			0.0	aradʒinin	0		3.5			0.0	0		3.55			0.0	9
հիշիր	2	1.097333479644464	3.0403386297265045	5	0		2.35			0.0	hiʃir	0		2.45			0.0	0		2.55			0.0	5
մտքերն	2	1.097333479644464	3.0403386297265045	6	2	մտքերը, մտքեր	2.3	2.889823631894514	0.1505149978319906	1.0	mətkʰeɹən	1	mətkʰeɹə	3.2	3.0403386297265045	0.0	0.0	1	մտքերը(mətkʰeɹə)	3.2	3.0403386297265045	0.0	0.0	9
փրկվել	2	1.097333479644464	3.0403386297265045	6	0		2.9			0.0	pʰərkvel	0		3.45			0.0	0		3.6			0.0	8
ընկերս	2	1.097333479644464	3.0403386297265045	6	3	ընկեր, ընկերը, ընկերն	2.45	3.0726419673958567	0.4714045207910317	1.0	ənkers	1	ənker	2.6	3.7393086340625232	0.0	0.0	1	ընկեր(ənker)	2.7	3.7393086340625232	0.0	0.0	6
բոլորիդ	2	1.097333479644464	3.0403386297265045	7	4	բոլորին, բոլորդ, բոլորիս, բոլորի	2.55	3.009103945574429	0.1715552154766448	0.6666666666666666	boloɹid	3	boloɹin, boloɹis, boloɹi	2.9	2.9986923841904045	0.1969974284971864	1.0	3	բոլորին(boloɹin), բոլորիս(boloɹis), բոլորի(boloɹi)	3.0	2.9986923841904045	0.1969974284971864	1.0	7
հրամայեք	2	1.097333479644464	3.0403386297265045	8	2	հրամայեց, հրամայել	3.35	2.7393086340625232	0.0	1.0	həɹamaɪekʰ	0		4.3			0.0	0		4.3			0.0	10
իմանալու	2	1.097333479644464	3.0403386297265045	8	1	իմանալով	2.8	2.7393086340625232	0.0	0.0	imanalu	1	imanal	2.6	3.4382786383985424	0.0	0.0	0		3.05			0.0	7
դնելու	2	1.097333479644464	3.0403386297265045	6	3	անելու, քնելու, գնելու	1.85	2.939995297838511	0.2838138016994109	1.0	dənelu	2	dənel, ɡənelu	2.05	2.889823631894514	0.1505149978319906	0.0	1	գնելու(ɡənelu)	2.2	2.7393086340625232	0.0	0.0	6
ծառերը	2	1.097333479644464	3.0403386297265045	6	1	բառերը	2.2	3.216429888782186	0.0	0.0	tsareɹə	0		2.85			0.0	0		2.85			0.0	7
հանդերձ	2	1.097333479644464	3.0403386297265045	7	0		2.9			0.0	handerdz	0		3.75			0.0	0		3.8			0.0	8
անտառն	2	1.097333479644464	3.0403386297265045	6	4	անտառը, անտառի, անտառ, անտառին	2.3	2.9778692614223545	0.2385606273598313	0.6666666666666666	antarən	2	antarə, antarin	2.55	2.9778692614223545	0.2385606273598313	0.0	2	անտառը(antarə), անտառին(antarin)	2.55	2.9778692614223545	0.2385606273598313	0.0	7
հարվածի	2	1.097333479644464	3.0403386297265045	7	3	հարվածից, հարվածը, հարված	2.25	2.7393086340625232	0.0	0.3333333333333333	harvatsi	2	harvatsə, harvats	2.45	2.7393086340625232	0.0	1.0	2	հարվածը(harvatsə), հարված(harvats)	2.45	2.7393086340625232	0.0	1.0	8
տղեկ	2	1.097333479644464	3.0403386297265045	4	1	տղեք	1.95	2.7393086340625232	0.0	0.0	təʀek	1	təʀekʰ	2.4	2.7393086340625232	0.0	0.0	1	տղեք(təʀekʰ)	2.4	2.7393086340625232	0.0	0.0	5
անեծքի	2	1.097333479644464	3.0403386297265045	6	2	անեծք, անեծքից	2.55	2.889823631894514	0.1505149978319906	0.0	anetskʰi	1	anetskʰ	2.8	3.0403386297265045	0.0	0.0	1	անեծք(anetskʰ)	3.2	3.0403386297265045	0.0	0.0	8
կրակեք	2	1.097333479644464	3.0403386297265045	6	0		2.55			0.0	kəɹakekʰ	0		2.95			0.0	0		2.95			0.0	8
ձեզնից	2	1.097333479644464	3.0403386297265045	6	4	քեզնից, մեզնից, ձեզանից, ձենից	2.35	3.183846446658434	0.2684327311051862	0.1666666666666666	dzeznitsʰ	2	dzezanitsʰ, dzenitsʰ	3.0	2.9778692614223545	0.2385606273598313	0.0	2	ձեզանից(dzezanitsʰ), ձենից(dzenitsʰ)	3.0	2.9778692614223545	0.2385606273598313	0.0	9
քրիստոնեից	2	1.097333479644464	3.0403386297265045	10	0		5.8			0.0	kʰəɹistoneitsʰ	0		6.8			0.0	0		6.8			0.0	14
անհանգիստ	2	1.097333479644464	3.0403386297265045	9	0		4.05			0.0	anhanɡist	0		4.1			0.0	0		4.15			0.0	9
գրեթե	2	1.097333479644464	3.0403386297265045	5	0		2.8			0.0	ɡəɹetʰe	0		3.55			0.0	0		3.55			0.0	7
խավարի	2	1.097333479644464	3.0403386297265045	6	2	խավար, խավարն	2.4	3.128384259254345	0.0880456295278406	1.0	χavaɹi	0		2.65			0.0	0		2.65			0.0	6
հանդիպեցինք	2	1.097333479644464	3.0403386297265045	11	0		4.3			0.0	handipetsʰinkʰ	0		5.35			0.0	0		5.4			0.0	14
գուլդենը	2	1.097333479644464	3.0403386297265045	8	2	գուլդեն, գուլդենի	3.5	3.4105199744736265	0.370181344747122	1.0	ɡuldenə	2	ɡulden, ɡuldeni	3.55	3.4105199744736265	0.370181344747122	1.0	2	գուլդեն(ɡulden), գուլդենի(ɡuldeni)	3.55	3.4105199744736265	0.370181344747122	1.0	7
ոտքերի	2	1.097333479644464	3.0403386297265045	6	4	ոտքերդ, ոտքերից, ոտքերին, ոտքերտ	2.1	2.8145661329785185	0.1303498117730636	0.3333333333333333	votkʰeɹi	1	votkʰeɹin	2.75	2.7393086340625232	0.0	0.0	1	ոտքերին(votkʰeɹin)	2.95	2.7393086340625232	0.0	0.0	8
նորն	2	1.097333479644464	3.0403386297265045	4	6	նոր, որն, հորն, խորն, նորին, նորեն	1.7	3.239885389414108	0.6307042295320536	0.2666666666666666	noɹən	6	voɹən, oɹən, hoɹən, χoɹən, noɹin, noɹen	1.7	3.0195155069584545	0.3818321901680366	0.4666666666666667	5	որն(voɹən), հորն(hoɹən), խորն(χoɹən), նորին(noɹin), նորեն(noɹen)	1.75	3.0153508824048445	0.4181517919992553	0.4	5
հետևաբար	2	1.097333479644464	3.0403386297265045	8	0		3.9			0.0	hetevabar	0		4.45			0.0	0		4.45			0.0	9
վատը	2	1.097333479644464	3.0403386297265045	4	5	վաղը, վատ, մատը, պատը, դատը	1.75	3.3088231658909457	0.4677409035123057	0.3	vatə	5	vaʀə, vat, matə, patə, datə	1.75	3.3088231658909457	0.4677409035123057	0.3	5	վաղը(vaʀə), վատ(vat), մատը(matə), պատը(patə), դատը(datə)	1.75	3.3088231658909457	0.4677409035123057	0.3	4
սրախողխող	2	1.097333479644464	3.0403386297265045	9	0		5.55			0.0	səɹaχoʀχoʀ	0		5.95			0.0	0		5.95			0.0	10
մաքրում	2	1.097333479644464	3.0403386297265045	7	0		2.4			0.0	makʰɹum	0		2.9			0.0	0		2.95			0.0	7
մեկս	2	1.097333479644464	3.0403386297265045	4	4	մեկ, մեկը, մեկն, մեկի	1.8	3.722958493617041	0.6109416287244492	1.0	meks	4	mek, mets, mekə, meki	1.8	3.86842264492696	0.6734449895119774	0.5	3	մեկ(mek), մեկը(mekə), մեկի(meki)	1.85	3.703710885082472	0.7044035419233142	1.0	4
լուսնյակը	2	1.097333479644464	3.0403386297265045	9	0		4.5			0.0	lusnjakə	0		4.1			0.0	0		4.55			0.0	8
ստացվեց	2	1.097333479644464	3.0403386297265045	7	0		2.9			0.0	əstatsʰvetsʰ	0		4.4			0.0	0		4.4			0.0	12
առողջ	2	1.097333479644464	3.0403386297265045	5	0		2.75			0.0	aroʀdʒ	0		3.2			0.0	0		3.3			0.0	6
գուլդենի	2	1.097333479644464	3.0403386297265045	8	2	գուլդեն, գուլդենը	3.5	3.4105199744736265	0.370181344747122	1.0	ɡuldeni	2	ɡulden, ɡuldenə	3.5	3.4105199744736265	0.370181344747122	1.0	2	գուլդեն(ɡulden), գուլդենը(ɡuldenə)	3.55	3.4105199744736265	0.370181344747122	1.0	7
ճագար	2	1.097333479644464	3.0403386297265045	5	0		2.25			0.0	tʃaɡar	0		2.8			0.0	0		2.85			0.0	6
խուսափելու	2	1.097333479644464	3.0403386297265045	10	0		4.5			0.0	χusapʰelu	1	χusapʰel	4.55	3.0403386297265045	0.0	0.0	0		4.8			0.0	9
գահի	2	1.097333479644464	3.0403386297265045	4	8	պահի, ահի, գահին, գահը, գահ, գահն, մահի, գահից	1.6	2.9182291045823967	0.230985334206355	0.2857142857142857	ɡahi	6	pahi, ahi, ɡahin, ɡahə, ɡah, mahi	1.7	2.9778692614223545	0.2385606273598313	0.2666666666666666	6	պահի(pahi), ահի(ahi), գահին(ɡahin), գահը(ɡahə), գահ(ɡah), մահի(mahi)	1.7	2.9778692614223545	0.2385606273598313	0.2666666666666666	4
հայտնվում	2	1.097333479644464	3.0403386297265045	9	1	հայտնում	3.3	3.0403386297265045	0.0	0.0	haɪtnvum	1	haɪtnum	3.2	3.0403386297265045	0.0	0.0	1	հայտնում(haɪtnum)	3.55	3.0403386297265045	0.0	0.0	8
կթոշնի	2	1.097333479644464	3.0403386297265045	6	0		2.95			0.0	kətʰoʃni	0		3.75			0.0	0		3.75			0.0	8
օրեր	2	1.097333479644464	3.0403386297265045	4	3	օրերի, օրերը, օրերն	1.85	2.7393086340625232	0.0	1.0	oɹer	0		2.0			0.0	0		2.0			0.0	4
զուսպ	2	1.097333479644464	3.0403386297265045	5	0		2.85			0.0	zusp	0		2.85			0.0	0		2.85			0.0	4
վարկը	2	1.097333479644464	3.0403386297265045	5	3	վարկ, վարձը, վարդը	1.85	3.0990357160783986	0.3203787894332356	0.3333333333333333	varkə	2	vark, vardə	1.9	3.128384259254345	0.3890756251918219	0.0	2	վարկ(vark), վարդը(vardə)	2.15	3.128384259254345	0.3890756251918219	0.0	5
օրն	2	1.097333479644464	3.0403386297265045	3	5	օր, օրը, որն, օդն, օձն	1.75	3.485400486071677	0.6205704156593757	0.2	oɹən	6	oɹə, voɹən, noɹən, hoɹən, χoɹən, odən	1.7	3.220202170734442	0.4844625285396464	0.4	3	օրը(oɹə), որն(voɹən), օդն(odən)	1.85	3.5004090436303734	0.540590909443596	0.0	4
շխուվախթին	2	1.097333479644464	3.0403386297265045	10	0		5.2			0.0	ʃəχuvaχtʰin	0		5.6			0.0	0		5.8			0.0	11
բլազըն	2	1.097333479644464	3.0403386297265045	6	0		2.95			0.0	bəlazən	0		3.2			0.0	0		3.6			0.0	7
գին	2	1.097333479644464	3.0403386297265045	3	6	կին, հին, ոգին, գինի, ձին, սին	1.7	3.186182173625121	0.3406062619953001	0.4	ɡin	4	kin, hin, ɡini, sin	1.8	3.259103945574429	0.3357925772678834	0.5	4	կին(kin), հին(hin), գինի(ɡini), սին(sin)	1.8	3.259103945574429	0.3357925772678834	0.5	3
օրհնություն	2	1.097333479644464	3.0403386297265045	11	1	օրհնությունն	3.55	2.7393086340625232	0.0	0.0	orhnutʰjun	0		3.7			0.0	0		3.75			0.0	10
քունայուն	2	1.097333479644464	3.0403386297265045	9	1	քունայուի	4.05	2.7393086340625232	0.0	0.0	kʰunaɪun	0		3.8			0.0	0		4.55			0.0	8
ճամփով	2	1.097333479644464	3.0403386297265045	6	0		2.7			0.0	tʃampʰov	0		3.55			0.0	0		3.55			0.0	8
վաճառականը	2	1.097333479644464	3.0403386297265045	10	0		4.65			0.0	vatʃarakanə	0		5.1			0.0	0		5.3			0.0	11
ճամբար	2	1.097333479644464	3.0403386297265045	6	0		2.7			0.0	tʃambar	0		3.35			0.0	0		3.35			0.0	7
տեսնենք	2	1.097333479644464	3.0403386297265045	7	2	կտեսնենք, տեսնեն	2.4	3.128384259254345	0.0880456295278406	0.0	tesnenkʰ	0		2.85			0.0	0		2.85			0.0	8
վահ	2	1.097333479644464	3.0403386297265045	3	12	վատ, մահ, վաղ, պահ, ահ, վախ, վան, վեհ, բահ, գահ, աահ, վազ	1.4	3.217960569196169	0.3753497795577166	0.3787878787878788	vah	13	vat, mah, vaʀ, pah, ah, vaχ, van, veh, bah, ɡah, va, aah, vaz	1.35	3.1811411895705044	0.3825153080765081	0.3846153846153846	12	վատ(vat), մահ(mah), վաղ(vaʀ), պահ(pah), ահ(ah), վախ(vaχ), վան(van), վեհ(veh), բահ(bah), գահ(ɡah), աահ(aah), վազ(vaz)	1.4	3.217960569196169	0.3753497795577166	0.3787878787878788	3
մերկուցիոյի	2	1.097333479644464	3.0403386297265045	11	2	մերկոիցիոյի, մերկուցիոյին	4.85	2.7393086340625232	0.0	0.0	merkutsʰioji	1	merkutsʰiojin	5.2	2.7393086340625232	0.0	0.0	1	մերկուցիոյին(merkutsʰiojin)	5.6	2.7393086340625232	0.0	0.0	12
մտել	2	1.097333479644464	3.0403386297265045	4	4	գտել, մտնել, մտեք, ստել	1.8	2.965081130810509	0.2496008865649346	0.1666666666666666	mətel	2	ɡətel, mətnel	1.9	3.190853627558495	0.1505149978319906	0.0	2	գտել(ɡətel), մտնել(mətnel)	1.9	3.190853627558495	0.1505149978319906	0.0	5
բռնակալը	2	1.097333479644464	3.0403386297265045	8	2	բռնակալ, բռնակալի	3.6	2.889823631894514	0.1505149978319906	1.0	bərnakalə	2	bərnakal, bərnakali	4.05	2.889823631894514	0.1505149978319906	1.0	2	բռնակալ(bərnakal), բռնակալի(bərnakali)	4.15	2.889823631894514	0.1505149978319906	1.0	9
ավարտվի	2	1.097333479644464	3.0403386297265045	7	0		3.05			0.0	avartvi	0		3.2			0.0	0		3.35			0.0	7
ծանրացած	2	1.097333479644464	3.0403386297265045	8	0		3.25			0.0	tsanɹatsʰats	0		4.25			0.0	0		4.3			0.0	12
հայրիկն	2	1.097333479644464	3.0403386297265045	7	1	հայրիկ	2.65	3.517459884446167	0.0	0.0	haɪɹikən	0		3.2			0.0	0		3.2			0.0	8
խաբում	2	1.097333479644464	3.0403386297265045	6	1	խաղում	1.95	3.216429888782186	0.0	0.0	χabum	1	χaʀum	1.95	3.216429888782186	0.0	0.0	1	խաղում(χaʀum)	1.95	3.216429888782186	0.0	0.0	5
գլխիդ	2	1.097333479644464	3.0403386297265045	5	4	գլխին, գլխի, գլխիս, գլխից	2.6	2.9893086340625232	0.2868702342745544	1.0	ɡəlχid	3	ɡəlχin, ɡəlχi, ɡəlχis	2.8	3.0726419673958567	0.286266071989922	1.0	3	գլխին(ɡəlχin), գլխի(ɡəlχi), գլխիս(ɡəlχis)	3.0	3.0726419673958567	0.286266071989922	1.0	6
գթառատ	2	1.097333479644464	3.0403386297265045	6	0		3.15			0.0	ɡətʰarat	0		4.5			0.0	0		4.65			0.0	8
երկուսդ	2	1.097333479644464	3.0403386297265045	7	3	երկուսն, երկուսի, երկուսիդ	2.6	2.8396519659505173	0.1419069008497054	0.6666666666666666	jerkusd	2	jerkusi, jerkusid	2.7	2.7393086340625232	0.0	1.0	2	երկուսի(jerkusi), երկուսիդ(jerkusid)	3.05	2.7393086340625232	0.0	1.0	7
փափագս	2	1.097333479644464	3.0403386297265045	6	1	փափագն	3.1	2.7393086340625232	0.0	0.0	pʰapʰaɡs	0		3.6			0.0	0		3.7			0.0	8
ներում	2	1.097333479644464	3.0403386297265045	6	5	բերում, ներսում, ներումը, ներումի, դերում	1.75	2.9745268858736598	0.2965014768062122	0.2	neɹum	4	beɹum, neɹumə, neɹumi, deɹum	1.8	2.914051135146528	0.302662890119156	0.3333333333333333	4	բերում(beɹum), ներումը(neɹumə), ներումի(neɹumi), դերում(deɹum)	1.8	2.914051135146528	0.302662890119156	0.3333333333333333	5
անհնար	2	1.097333479644464	3.0403386297265045	6	0		2.85			0.0	anhnar	0		2.85			0.0	0		2.95			0.0	6
ընկար	2	1.097333479644464	3.0403386297265045	5	4	ընկեր, ընկած, ընկավ, ընկան	2.0	3.30312676033835	0.3747000607519826	0.5	ənkar	3	ənker, ənkav, ənkan	2.2	3.2316823856357444	0.4083907271190184	0.3333333333333333	3	ընկեր(ənker), ընկավ(ənkav), ընկան(ənkan)	2.3	3.2316823856357444	0.4083907271190184	0.3333333333333333	5
բվի	2	1.097333479644464	3.0403386297265045	3	1	տվի	1.95	2.7393086340625232	0.0	0.0	bəvi	1	təvi	1.95	2.7393086340625232	0.0	0.0	1	տվի(təvi)	1.95	2.7393086340625232	0.0	0.0	4
արարել	2	1.097333479644464	3.0403386297265045	6	0		2.05			0.0	aɹaɹel	0		2.5			0.0	0		2.5			0.0	6
իգլուի	2	1.097333479644464	3.0403386297265045	6	2	իգլու, իգլուն	2.75	2.7393086340625232	0.0	1.0	iɡlvi	0		2.9			0.0	0		3.7			0.0	5
առնելու	2	1.097333479644464	3.0403386297265045	7	2	անելու, առնելուն	2.05	3.0403386297265045	0.3010299956639812	0.0	arnelu	3	anelu, arnel, arnelun	2.0	3.0990357160783986	0.2594289910914116	0.0	2	անելու(anelu), առնելուն(arnelun)	2.35	3.0403386297265045	0.3010299956639812	0.0	6
խոնարհություն	2	1.097333479644464	3.0403386297265045	13	0		4.45			0.0	χonarhutʰjun	0		4.7			0.0	0		4.75			0.0	12
կասի	2	1.097333479644464	3.0403386297265045	4	9	ասի, պասի, կարի, կլսի, կաս, կաճի, կանի, կաթի, կասեի	1.55	2.816971967877637	0.2196650799608843	0.1944444444444444	kasi	6	asi, pasi, kaɹi, kas, kani, kasei	1.7	2.855803634785193	0.2604907406547769	0.1333333333333333	6	ասի(asi), պասի(pasi), կարի(kaɹi), կաս(kas), կանի(kani), կասեի(kasei)	1.7	2.855803634785193	0.2604907406547769	0.1333333333333333	4
պառկել	2	1.097333479644464	3.0403386297265045	6	1	պառկես	2.05	2.7393086340625232	0.0	0.0	parkel	2	zarkel, parkes	1.9	2.7393086340625232	0.0	0.0	1	պառկես(parkes)	2.3	2.7393086340625232	0.0	0.0	6
մագլցել	2	1.097333479644464	3.0403386297265045	7	1	մագլցեց	3.15	2.7393086340625232	0.0	0.0	maɡltsʰel	0		3.35			0.0	0		3.45			0.0	9
պտուղ	2	1.097333479644464	3.0403386297265045	5	1	պտուղն	2.4	2.7393086340625232	0.0	0.0	pətuʀ	0		2.9			0.0	0		2.9			0.0	5
ամենևին	2	1.097333479644464	3.0403386297265045	7	2	ամենքին, ամենին	2.35	2.889823631894514	0.1505149978319906	1.0	amenevin	0		3.4			0.0	0		3.45			0.0	8
ծովացլեր	2	1.097333479644464	3.0403386297265045	8	1	ծովացլերի	4.0	2.7393086340625232	0.0	0.0	tsovatsʰler	0		4.7			0.0	0		4.75			0.0	11
վարանի	2	1.097333479644464	3.0403386297265045	6	3	վարակի, դարանի, վահանի	1.85	2.7393086340625232	0.0	0.0	vaɹani	3	vaɹaki, daɹani, vahani	2.15	2.7393086340625232	0.0	0.0	3	վարակի(vaɹaki), դարանի(daɹani), վահանի(vahani)	2.2	2.7393086340625232	0.0	0.0	6
ստիպեց	2	1.097333479644464	3.0403386297265045	6	0		3.0			0.0	əstipetsʰ	0		3.7			0.0	0		3.7			0.0	9
դրդում	2	1.097333479644464	3.0403386297265045	6	2	երդում, դրժում	1.9	2.889823631894514	0.1505149978319906	0.0	dərdum	1	dərʒum	2.3	2.7393086340625232	0.0	0.0	1	դրժում(dərʒum)	2.4	2.7393086340625232	0.0	0.0	6
թունավոր	2	1.097333479644464	3.0403386297265045	8	0		3.75			0.0	tʰunavor	0		3.8			0.0	0		3.9			0.0	8
ելեք	2	1.097333479644464	3.0403386297265045	4	4	երեք, եկեք, եղեք, ելել	1.8	3.608588947742439	0.335863310332799	0.5	jelekʰ	3	jeɹekʰ, jekekʰ, jeʀekʰ	2.2	3.798005720414417	0.0830102155906328	1.0	3	երեք(jeɹekʰ), եկեք(jekekʰ), եղեք(jeʀekʰ)	2.3	3.798005720414417	0.0830102155906328	1.0	6
նախկին	2	1.097333479644464	3.0403386297265045	6	1	նախկինի	2.55	2.7393086340625232	0.0	0.0	naχkin	1	naχkini	2.5	2.7393086340625232	0.0	0.0	1	նախկինի(naχkini)	2.6	2.7393086340625232	0.0	0.0	6
խորհուրդն	2	1.097333479644464	3.0403386297265045	9	1	խորհուրդ	4.15	2.7393086340625232	0.0	0.0	χorhurdən	0		4.55			0.0	0		4.6			0.0	9
գիշերներ	2	1.097333479644464	3.0403386297265045	8	2	գիշերները, գիշերներն	3.2	2.7393086340625232	0.0	1.0	ɡiʃerner	0		3.55			0.0	0		3.7			0.0	8
ամենքն	2	1.097333479644464	3.0403386297265045	6	6	ամենն, ամենքի, ամենքին, ամենքդ, ամենին, ամենքը	1.75	2.9805016392862265	0.3017682386649849	0.4	amenkʰən	2	amenkʰin, amenkʰə	2.45	2.889823631894514	0.1505149978319906	0.0	2	ամենքին(amenkʰin), ամենքը(amenkʰə)	2.45	2.889823631894514	0.1505149978319906	0.0	8
թքած	2	1.097333479644464	3.0403386297265045	4	0		2.0			0.0	tʰəkʰats	0		3.3			0.0	0		3.4			0.0	8
հայտ	2	1.097333479644464	3.0403386297265045	4	4	հայր, հայց, հաստ, հատ	1.8	3.064566132978518	0.5633625136652828	0.3333333333333333	haɪt	3	haɪr, hast, hat	1.85	3.17298529928385	0.6133114216407369	0.3333333333333333	3	հայր(haɪr), հաստ(hast), հատ(hat)	1.85	3.17298529928385	0.6133114216407369	0.3333333333333333	4
միսը	2	1.097333479644464	3.0403386297265045	4	5	միս, մասը, միսի, միսս, միսն	1.75	2.8597206323281155	0.1474739773297973	0.6	misə	5	mis, masə, misi, miss, misən	1.75	2.8597206323281155	0.1474739773297973	0.3	5	միս(mis), մասը(masə), միսի(misi), միսս(miss), միսն(misən)	1.75	2.8597206323281155	0.1474739773297973	0.3	4
շուրթերը	2	1.097333479644464	3.0403386297265045	8	4	շուրթեր, շուրթերս, շուրթերդ, շուրթերն	2.55	2.858588947742439	0.2065995636363669	1.0	ʃurtʰeɹə	1	ʃurtʰeɹən	3.0	2.7393086340625232	0.0	0.0	1	շուրթերն(ʃurtʰeɹən)	3.15	2.7393086340625232	0.0	0.0	8
սիվարդին	2	1.097333479644464	3.0403386297265045	8	1	սիվարդի	3.55	2.7393086340625232	0.0	0.0	sivardin	1	sivardi	3.55	2.7393086340625232	0.0	0.0	1	սիվարդի(sivardi)	3.6	2.7393086340625232	0.0	0.0	8
հավատարմության	2	1.097333479644464	3.0403386297265045	14	0		4.9			0.0	havatarmutʰjan	0		5.35			0.0	0		5.45			0.0	14
ինչից	2	1.097333479644464	3.0403386297265045	5	3	ինչի, շնչից, ինչին	2.05	2.898349052302411	0.2249171164403383	0.3333333333333333	intʃʰitsʰ	0		3.45			0.0	0		3.45			0.0	9
բացատրություն	2	1.097333479644464	3.0403386297265045	13	0		4.05			0.0	batsʰatɹutʰjun	0		5.35			0.0	0		5.4			0.0	14
լցնում	2	1.097333479644464	3.0403386297265045	6	1	լինում	1.95	3.693551143501848	0.0	0.0	lətsʰnum	0		2.75			0.0	0		2.8			0.0	8
արտահայտվել	2	1.097333479644464	3.0403386297265045	11	0		5.05			0.0	artahaɪtvel	0		5.15			0.0	0		5.25			0.0	11
