word	raw_frequency	freq_per_m	zipf	num_letters	num_phonemes	orth_density	orth_density_nbrs	OLD20	orth_nbr_zipf_m	orth_nbr_zipf_SD	orth_C	IPA	phon_density	phon_density_nbrs	PLD20	phon_nbr_zipf_m	phon_nbr_zipf_SD	phon_C	pg_density	pg_density_nbrs	PGLD20	pg_nbr_zipf_m	pg_nbr_zipf_SD	pg_C
түсіндіруге	1	0.7479431563201198	2.873868592738016	11	11	0		4.55			0.0	tusɪndɪɾwɡe	0		4.55			0.0	0		4.55			0.0
нәскимен	1	0.7479431563201198	2.873868592738016	8	9	0		4.3			0.0	næskəjmen	0		4.6			0.0	0		4.65			0.0
нашарлатқан	1	0.7479431563201198	2.873868592738016	11	11	0		5.6			0.0	nɑʃɑɾɫɑtqɑn	0		5.6			0.0	0		5.6			0.0
инда	1	0.7479431563201198	2.873868592738016	4	5	4	онда, анда, инға, нда	1.8	3.325413586233988	0.499201773129869	0.5	əjndɑ	1	əjnʀɑ	2.3	2.873868592738016	0.0	0.0	1	инға(əjnʀɑ)	2.35	2.873868592738016	0.0	0.0
шомылып	1	0.7479431563201198	2.873868592738016	7	7	0		2.95			0.0	ʃoməɫəp	0		2.95			0.0	0		2.95			0.0
алғырдай	1	0.7479431563201198	2.873868592738016	8	8	0		3.7			0.0	ɑɫʀəɾdɑj	0		3.7			0.0	0		3.7			0.0
топтар	1	0.7479431563201198	2.873868592738016	6	6	0		2.8			0.0	toptɑɾ	0		2.8			0.0	0		2.8			0.0
жатқыным	1	0.7479431563201198	2.873868592738016	8	8	0		3.4			0.0	ʒɑtqənəm	0		3.4			0.0	0		3.4			0.0
сәтті	1	0.7479431563201198	2.873868592738016	5	5	1	тәтті	2.65	2.873868592738016	0.0	0.0	sættɪ	1	tættɪ	2.65	2.873868592738016	0.0	0.0	1	тәтті(tættɪ)	2.65	2.873868592738016	0.0	0.0
салмаймыз	1	0.7479431563201198	2.873868592738016	9	9	1	алмаймыз	2.6	3.5728385970740346	0.0	0.0	sɑɫmɑjməz	1	ɑɫmɑjməz	2.6	3.5728385970740346	0.0	0.0	1	алмаймыз(ɑɫmɑjməz)	2.6	3.5728385970740346	0.0	0.0
төңкеріске	1	0.7479431563201198	2.873868592738016	10	10	0		5.55			0.0	tɵŋkeɾɪske	0		5.55			0.0	0		5.55			0.0
артымда	1	0.7479431563201198	2.873868592738016	7	7	1	артыңда	2.65	2.873868592738016	0.0	0.0	ɑɾtəmdɑ	1	ɑɾtəŋdɑ	2.65	2.873868592738016	0.0	0.0	1	артыңда(ɑɾtəŋdɑ)	2.65	2.873868592738016	0.0	0.0
бутербродты	1	0.7479431563201198	2.873868592738016	11	11	0		7.0			0.0	bwteɾbɾodtə	0		7.0			0.0	0		7.0			0.0
қалғаның	1	0.7479431563201198	2.873868592738016	8	8	2	қалғаны, қалғанын	2.5	2.873868592738016	0.0	1.0	qɑɫʀɑnəŋ	2	qɑɫʀɑnə, qɑɫʀɑnən	2.5	2.873868592738016	0.0	1.0	2	қалғаны(qɑɫʀɑnə), қалғанын(qɑɫʀɑnən)	2.5	2.873868592738016	0.0	1.0
жориды	1	0.7479431563201198	2.873868592738016	6	7	0		2.9			0.0	ʒoɾəjdə	0		3.1			0.0	0		3.7			0.0
неңе	1	0.7479431563201198	2.873868592738016	4	4	2	неге, неше	1.9	3.814275388878412	0.6393768004764147	1.0	neŋe	2	neɡe, neʃe	1.9	3.814275388878412	0.6393768004764147	1.0	2	неге(neɡe), неше(neʃe)	1.9	3.814275388878412	0.6393768004764147	1.0
айтудан	1	0.7479431563201198	2.873868592738016	7	7	0		2.8			0.0	ɑjtwdɑn	0		2.8			0.0	0		2.8			0.0
алақай	1	0.7479431563201198	2.873868592738016	6	6	1	балақай	2.85	3.5728385970740346	0.0	0.0	ɑɫɑqɑj	1	bɑɫɑqɑj	2.85	3.5728385970740346	0.0	0.0	1	балақай(bɑɫɑqɑj)	2.85	3.5728385970740346	0.0	0.0
таңдадың	1	0.7479431563201198	2.873868592738016	8	8	0		3.15			0.0	tɑŋdɑdəŋ	0		3.15			0.0	0		3.15			0.0
жеңілдейсің	1	0.7479431563201198	2.873868592738016	11	11	0		4.85			0.0	ʒeŋɪɫdejsɪŋ	0		5.05			0.0	0		5.05			0.0
әзілдеп	1	0.7479431563201198	2.873868592738016	7	7	0		3.5			0.0	æzɪɫdep	0		3.5			0.0	0		3.5			0.0
сауда	1	0.7479431563201198	2.873868592738016	5	5	1	сауды	1.95	2.873868592738016	0.0	0.0	sɑwdɑ	1	sɑwdə	1.95	2.873868592738016	0.0	0.0	1	сауды(sɑwdə)	1.95	2.873868592738016	0.0	0.0
аталатын	1	0.7479431563201198	2.873868592738016	8	8	0		2.75			0.0	ɑtɑɫɑtən	0		2.75			0.0	0		2.75			0.0
әкеле	1	0.7479431563201198	2.873868592738016	5	5	2	келе, әкел	1.9	3.5639742135938186	0.3890756251918219	0.0	ækele	1	kele	2.15	3.953049838785641	0.0	0.0	1	келе(kele)	2.15	3.953049838785641	0.0	0.0
қалдырып	1	0.7479431563201198	2.873868592738016	8	8	0		2.85			0.0	qɑɫdəɾəp	0		2.85			0.0	0		2.85			0.0
жұмсақ	1	0.7479431563201198	2.873868592738016	6	6	0		2.9			0.0	ʒʊmsɑq	0		2.9			0.0	0		2.9			0.0
көмектесемін	1	0.7479431563201198	2.873868592738016	12	12	0		4.35			0.0	kɵmektesemɪn	0		4.35			0.0	0		4.35			0.0
төлей	1	0.7479431563201198	2.873868592738016	5	5	0		2.85			0.0	tɵlej	0		2.9			0.0	0		2.9			0.0
сөйлесе	1	0.7479431563201198	2.873868592738016	7	7	3	сөйлес, сөйлеме, сөйлесем	2.9	2.974211924626009	0.1419069008497052	0.0	sɵjlese	3	sɵjles, sɵjleme, sɵjlesem	2.9	2.974211924626009	0.1419069008497052	0.0	3	сөйлес(sɵjles), сөйлеме(sɵjleme), сөйлесем(sɵjlesem)	2.9	2.974211924626009	0.1419069008497052	0.0
жұмыстарым	1	0.7479431563201198	2.873868592738016	10	10	1	жұмыстары	3.9	2.873868592738016	0.0	0.0	ʒʊməstɑɾəm	1	ʒʊməstɑɾə	3.9	2.873868592738016	0.0	0.0	1	жұмыстары(ʒʊməstɑɾə)	3.9	2.873868592738016	0.0	0.0
ақытым	1	0.7479431563201198	2.873868592738016	6	6	0		2.45			0.0	ɑqətəm	0		2.45			0.0	0		2.45			0.0
оян	1	0.7479431563201198	2.873868592738016	3	4	3	аян, он, оын	1.85	3.191949429217791	0.2249171164403381	0.3333333333333333	ojan	2	ojən, ɑjan	2.05	3.350989847457678	0.0	0.0	1	аян(ɑjan)	2.25	3.350989847457678	0.0	0.0
қабылдайсың	1	0.7479431563201198	2.873868592738016	11	11	0		3.9			0.0	qɑbəɫdɑjsəŋ	0		3.9			0.0	0		3.9			0.0
сенбейді	1	0.7479431563201198	2.873868592738016	8	8	0		2.85			0.0	senbejdɪ	0		2.8			0.0	0		2.8			0.0
сенімдіммін	1	0.7479431563201198	2.873868592738016	11	11	1	сенімдімін	5.0	2.873868592738016	0.0	0.0	senɪmdɪmmɪn	1	senɪmdɪmɪn	5.0	2.873868592738016	0.0	0.0	1	сенімдімін(senɪmdɪmɪn)	5.0	2.873868592738016	0.0	0.0
алайын	1	0.7479431563201198	2.873868592738016	6	6	3	алатын, аламын, салайын	1.85	3.207201926071349	0.2862660719899218	0.3333333333333333	ɑɫɑjən	3	ɑɫɑtən, ɑɫɑmən, sɑɫɑjən	1.85	3.207201926071349	0.2862660719899218	0.3333333333333333	3	алатын(ɑɫɑtən), аламын(ɑɫɑmən), салайын(sɑɫɑjən)	1.85	3.207201926071349	0.2862660719899218	0.3333333333333333
ооған	1	0.7479431563201198	2.873868592738016	5	5	2	оған, соған	2.15	4.024383590570006	0.4515449934959714	1.0	ooʀɑn	2	oʀɑn, soʀɑn	2.15	4.024383590570006	0.4515449934959714	1.0	2	оған(oʀɑn), соған(soʀɑn)	2.15	4.024383590570006	0.4515449934959714	1.0
қалмаш	1	0.7479431563201198	2.873868592738016	6	6	1	қалма	2.25	2.873868592738016	0.0	0.0	qɑɫmɑʃ	1	qɑɫmɑ	2.25	2.873868592738016	0.0	0.0	1	қалма(qɑɫmɑ)	2.25	2.873868592738016	0.0	0.0
көмірге	1	0.7479431563201198	2.873868592738016	7	7	2	көпірге, өмірге	2.75	3.0243835905700065	0.1505149978319904	0.0	kɵmɪɾɡe	2	kɵpɪɾɡe, ɵmɪɾɡe	2.75	3.0243835905700065	0.1505149978319904	0.0	2	көпірге(kɵpɪɾɡe), өмірге(ɵmɪɾɡe)	2.75	3.0243835905700065	0.1505149978319904	0.0
қызумен	1	0.7479431563201198	2.873868592738016	7	7	0		3.35			0.0	qəzwmen	0		3.35			0.0	0		3.35			0.0
жасатам	1	0.7479431563201198	2.873868592738016	7	7	1	жасасам	2.65	2.873868592738016	0.0	0.0	ʒɑsɑtɑm	1	ʒɑsɑsɑm	2.65	2.873868592738016	0.0	0.0	1	жасасам(ʒɑsɑsɑm)	2.65	2.873868592738016	0.0	0.0
қосады	1	0.7479431563201198	2.873868592738016	6	6	0		2.55			0.0	qosɑdə	0		2.55			0.0	0		2.55			0.0
мазалайтын	1	0.7479431563201198	2.873868592738016	10	10	0		4.0			0.0	mɑzɑɫɑjtən	0		4.0			0.0	0		4.0			0.0
көмегіңізге	1	0.7479431563201198	2.873868592738016	11	11	0		4.5			0.0	kɵmeɡɪŋɪzɡe	0		4.5			0.0	0		4.5			0.0
сұрады	1	0.7479431563201198	2.873868592738016	6	6	4	тұрады, сұрашы, сұрағы, сұрадым	2.05	3.0243835905700065	0.2606996235461269	0.1666666666666666	sʊɾɑdə	4	tʊɾɑdə, sʊɾɑʃə, sʊɾɑʀə, sʊɾɑdəm	2.05	3.0243835905700065	0.2606996235461269	0.1666666666666666	4	тұрады(tʊɾɑdə), сұрашы(sʊɾɑʃə), сұрағы(sʊɾɑʀə), сұрадым(sʊɾɑdəm)	2.05	3.0243835905700065	0.2606996235461269	0.1666666666666666
журнал	1	0.7479431563201198	2.873868592738016	6	6	0		3.2			0.0	ʒwɾnɑɫ	0		3.2			0.0	0		3.2			0.0
массачусетс	1	0.7479431563201198	2.873868592738016	11	12	0		6.95			0.0	mɑssɑtʃwsets	0		7.85			0.0	0		7.9			0.0
тонна	1	0.7479431563201198	2.873868592738016	5	5	0		2.45			0.0	tonnɑ	0		2.5			0.0	0		2.5			0.0
сүйрей	1	0.7479431563201198	2.873868592738016	6	6	0		2.9			0.0	sujɾej	0		2.85			0.0	0		2.9			0.0
соңымнан	1	0.7479431563201198	2.873868592738016	8	8	0		3.5			0.0	soŋəmnɑn	0		3.5			0.0	0		3.5			0.0
түсірерсің	1	0.7479431563201198	2.873868592738016	10	10	0		4.05			0.0	tusɪɾeɾsɪŋ	0		4.1			0.0	0		4.1			0.0
хабарлас	1	0.7479431563201198	2.873868592738016	8	8	1	хабарлап	3.2	2.873868592738016	0.0	0.0	xɑbɑɾɫɑs	1	xɑbɑɾɫɑp	3.2	2.873868592738016	0.0	0.0	1	хабарлап(xɑbɑɾɫɑp)	3.2	2.873868592738016	0.0	0.0
қайтаруға	1	0.7479431563201198	2.873868592738016	9	9	0		3.35			0.0	qɑjtɑɾwʀɑ	0		3.35			0.0	0		3.35			0.0
арқан	1	0.7479431563201198	2.873868592738016	5	5	2	арзан, ашқан	2.15	3.0243835905700065	0.1505149978319904	0.0	ɑɾqɑn	2	ɑɾzɑn, ɑʃqɑn	2.15	3.0243835905700065	0.1505149978319904	0.0	2	арзан(ɑɾzɑn), ашқан(ɑʃqɑn)	2.15	3.0243835905700065	0.1505149978319904	0.0
анықтама	1	0.7479431563201198	2.873868592738016	8	8	0		3.7			0.0	ɑnəqtɑmɑ	0		3.7			0.0	0		3.7			0.0
шығасың	1	0.7479431563201198	2.873868592738016	7	7	1	шығарсың	2.6	3.5728385970740346	0.0	0.0	ʃəʀɑsəŋ	1	ʃəʀɑɾsəŋ	2.6	3.5728385970740346	0.0	0.0	1	шығарсың(ʃəʀɑɾsəŋ)	2.6	3.5728385970740346	0.0	0.0
келістім	1	0.7479431563201198	2.873868592738016	8	8	3	келісім, келісті, келістік	2.65	2.8738685927380154	4.440892098500626e-16	0.3333333333333333	kelɪstɪm	3	kelɪsɪm, kelɪstɪ, kelɪstɪk	2.8	2.8738685927380154	4.440892098500626e-16	0.3333333333333333	3	келісім(kelɪsɪm), келісті(kelɪstɪ), келістік(kelɪstɪk)	2.8	2.8738685927380154	4.440892098500626e-16	0.3333333333333333
сэнды	1	0.7479431563201198	2.873868592738016	5	5	2	сэнді, сынды	2.15	2.873868592738016	0.0	0.0	sendə	4	sende, sendɪ, sendɪ, səndə	1.8	2.949126091654011	0.1303498117730634	0.3333333333333333	3	сэнді(sendɪ), сэнді(sendɪ), сынды(səndə)	1.95	2.8738685927380154	4.440892098500626e-16	0.0
айдағаныңды	1	0.7479431563201198	2.873868592738016	11	11	0		4.85			0.0	ɑjdɑʀɑnəŋdə	0		4.85			0.0	0		4.85			0.0
ұрлаған	1	0.7479431563201198	2.873868592738016	7	7	0		2.9			0.0	ʊɾɫɑʀɑn	0		2.9			0.0	0		2.9			0.0
денелерін	1	0.7479431563201198	2.873868592738016	9	9	0		4.15			0.0	deneleɾɪn	0		4.2			0.0	0		4.2			0.0
қоймасы	1	0.7479431563201198	2.873868592738016	7	7	1	қоймас	2.9	2.873868592738016	0.0	0.0	qojmɑsə	1	qojmɑs	2.9	2.873868592738016	0.0	0.0	1	қоймас(qojmɑs)	2.9	2.873868592738016	0.0	0.0
көлігіңде	1	0.7479431563201198	2.873868592738016	9	9	1	көлігіңді	3.6	2.873868592738016	0.0	0.0	kɵlɪɡɪŋde	1	kɵlɪɡɪŋdɪ	3.6	2.873868592738016	0.0	0.0	1	көлігіңді(kɵlɪɡɪŋdɪ)	3.6	2.873868592738016	0.0	0.0
таңғы	1	0.7479431563201198	2.873868592738016	5	5	1	тағы	2.4	4.379018571057921	0.0	0.0	tɑŋʀə	1	tɑʀə	2.4	4.379018571057921	0.0	0.0	1	тағы(tɑʀə)	2.4	4.379018571057921	0.0	0.0
франкенштейн	1	0.7479431563201198	2.873868592738016	12	12	0		7.35			0.0	fɾɑnkenʃtejn	0		7.2			0.0	0		7.35			0.0
мыстандар	1	0.7479431563201198	2.873868592738016	9	9	0		4.05			0.0	məstɑndɑɾ	0		4.05			0.0	0		4.1			0.0
жоғалғаныңа	1	0.7479431563201198	2.873868592738016	11	11	0		4.6			0.0	ʒoʀɑɫʀɑnəŋɑ	0		4.6			0.0	0		4.6			0.0
бергім	1	0.7479431563201198	2.873868592738016	6	6	1	бергем	2.1	2.873868592738016	0.0	0.0	beɾɡɪm	1	beɾɡem	2.1	2.873868592738016	0.0	0.0	1	бергем(beɾɡem)	2.1	2.873868592738016	0.0	0.0
кірсін	1	0.7479431563201198	2.873868592738016	6	6	1	көрсін	2.2	2.873868592738016	0.0	0.0	kɪɾsɪn	1	kɵɾsɪn	2.25	2.873868592738016	0.0	0.0	1	көрсін(kɵɾsɪn)	2.25	2.873868592738016	0.0	0.0
липидті	1	0.7479431563201198	2.873868592738016	7	9	0		4.3			0.0	ɫəjpəjdtɪ	0		4.95			0.0	0		4.95			0.0
тыңдаңыз	1	0.7479431563201198	2.873868592738016	8	8	0		3.3			0.0	təŋdɑŋəz	0		3.3			0.0	0		3.3			0.0
мектебің	1	0.7479431563201198	2.873868592738016	8	8	0		3.6			0.0	mektebɪŋ	0		3.6			0.0	0		3.6			0.0
тиген	1	0.7479431563201198	2.873868592738016	5	6	0		2.5			0.0	təjɡen	0		2.7			0.0	0		2.75			0.0
жеткізуіңіз	1	0.7479431563201198	2.873868592738016	11	11	0		4.7			0.0	ʒetkɪzwɪŋɪz	0		4.7			0.0	0		4.7			0.0
қажытпайды	1	0.7479431563201198	2.873868592738016	10	10	0		4.1			0.0	qɑʒətpɑjdə	0		4.1			0.0	0		4.1			0.0
түсіремін	1	0.7479431563201198	2.873868592738016	9	9	1	түсінемін	3.35	3.475928584065978	0.0	0.0	tusɪɾemɪn	1	tusɪnemɪn	3.35	3.475928584065978	0.0	0.0	1	түсінемін(tusɪnemɪn)	3.35	3.475928584065978	0.0	0.0
тұтқындарды	1	0.7479431563201198	2.873868592738016	11	11	1	тұтқындардың	4.55	2.873868592738016	0.0	0.0	tʊtqəndɑɾdə	1	tʊtqəndɑɾdəŋ	4.55	2.873868592738016	0.0	0.0	1	тұтқындардың(tʊtqəndɑɾdəŋ)	4.55	2.873868592738016	0.0	0.0
жұмыспен	1	0.7479431563201198	2.873868592738016	8	8	0		3.35			0.0	ʒʊməspen	0		3.35			0.0	0		3.35			0.0
араласпай	1	0.7479431563201198	2.873868592738016	9	9	0		4.8			0.0	ɑɾɑɫɑspɑj	0		4.8			0.0	0		4.8			0.0
адамдарымның	1	0.7479431563201198	2.873868592738016	12	12	0		4.95			0.0	ɑdɑmdɑɾəmnəŋ	0		4.95			0.0	0		4.95			0.0
көзің	1	0.7479431563201198	2.873868592738016	5	5	2	өзің, көзін	2.15	3.3509898474576785	0.4771212547196624	0.0	kɵzɪŋ	2	ɵzɪŋ, kɵzɪn	2.15	3.3509898474576785	0.4771212547196624	0.0	2	өзің(ɵzɪŋ), көзін(kɵzɪn)	2.15	3.3509898474576785	0.4771212547196624	0.0
кеткендеріңді	1	0.7479431563201198	2.873868592738016	13	13	0		5.45			0.0	ketkendeɾɪŋdɪ	0		5.45			0.0	0		5.45			0.0
фитцпатрик	1	0.7479431563201198	2.873868592738016	10	13	0		6.8			0.0	fəjttspɑtɾəjk	0		8.0			0.0	0		8.0			0.0
үзуге	1	0.7479431563201198	2.873868592738016	5	5	0		2.9			0.0	uzwɡe	0		2.9			0.0	0		2.9			0.0
жерім	1	0.7479431563201198	2.873868592738016	5	5	1	жегім	1.95	3.1748985884019967	0.0	0.0	ʒeɾɪm	1	ʒeɡɪm	1.95	3.1748985884019967	0.0	0.0	1	жегім(ʒeɡɪm)	1.95	3.1748985884019967	0.0	0.0
қайтару	1	0.7479431563201198	2.873868592738016	7	7	1	қайтара	2.5	2.873868592738016	0.0	0.0	qɑjtɑɾw	1	qɑjtɑɾɑ	2.5	2.873868592738016	0.0	0.0	1	қайтара(qɑjtɑɾɑ)	2.5	2.873868592738016	0.0	0.0
ескермес	1	0.7479431563201198	2.873868592738016	8	8	0		3.8			0.0	eskeɾmes	0		3.8			0.0	0		3.8			0.0
алыпсың	1	0.7479431563201198	2.873868592738016	7	7	0		2.8			0.0	ɑɫəpsəŋ	0		2.8			0.0	0		2.8			0.0
оқылған	1	0.7479431563201198	2.873868592738016	7	7	0		2.8			0.0	oqəɫʀɑn	0		2.75			0.0	0		2.8			0.0
жеріңе	1	0.7479431563201198	2.873868592738016	6	6	0		2.55			0.0	ʒeɾɪŋe	0		2.55			0.0	0		2.55			0.0
жарады	1	0.7479431563201198	2.873868592738016	6	6	5	жарайды, барады, жарадың, жасады, жаралы	1.75	3.289704841947541	0.4078086551263604	0.0	ʒɑɾɑdə	5	ʒɑɾɑjdə, bɑɾɑdə, ʒɑɾɑdəŋ, ʒɑsɑdə, ʒɑɾɑɫə	1.75	3.289704841947541	0.4078086551263604	0.0	5	жарайды(ʒɑɾɑjdə), барады(bɑɾɑdə), жарадың(ʒɑɾɑdəŋ), жасады(ʒɑsɑdə), жаралы(ʒɑɾɑɫə)	1.75	3.289704841947541	0.4078086551263604	0.0
тиісіп	1	0.7479431563201198	2.873868592738016	6	7	0		2.8			0.0	təjɪsɪp	0		3.15			0.0	0		3.2			0.0
бастадыңдар	1	0.7479431563201198	2.873868592738016	11	11	0		3.8			0.0	bɑstɑdəŋdɑɾ	0		3.8			0.0	0		3.8			0.0
қызметі	1	0.7479431563201198	2.873868592738016	7	7	2	қызмет, қызметін	3.4	3.223353594906025	0.3494850021680094	0.0	qəzmetɪ	2	qəzmet, qəzmetɪn	3.4	3.223353594906025	0.3494850021680094	0.0	2	қызмет(qəzmet), қызметін(qəzmetɪn)	3.4	3.223353594906025	0.3494850021680094	0.0
әрекетін	1	0.7479431563201198	2.873868592738016	8	8	0		3.45			0.0	æɾeketɪn	0		3.45			0.0	0		3.45			0.0
шындығында	1	0.7479431563201198	2.873868592738016	10	10	0		4.95			0.0	ʃəndəʀəndɑ	0		4.9			0.0	0		4.95			0.0
диагноз	1	0.7479431563201198	2.873868592738016	7	8	0		4.65			0.0	dəjɑɡnoz	0		5.0			0.0	0		5.0			0.0
түрді	1	0.7479431563201198	2.873868592738016	5	5	3	түрде, түрлі, жүрді	1.85	3.3075452579593425	0.3091973211650057	0.0	tuɾdɪ	3	tuɾde, tuɾlɪ, ʒuɾdɪ	1.85	3.3075452579593425	0.3091973211650057	0.0	3	түрде(tuɾde), түрлі(tuɾlɪ), жүрді(ʒuɾdɪ)	1.85	3.3075452579593425	0.3091973211650057	0.0
келуің	1	0.7479431563201198	2.873868592738016	6	6	2	келдің, келгің	1.95	3.262944217929838	0.3890756251918217	1.0	keɫwɪŋ	2	keɫdɪŋ, keɫɡɪŋ	2.05	3.262944217929838	0.3890756251918217	1.0	2	келдің(keɫdɪŋ), келгің(keɫɡɪŋ)	2.05	3.262944217929838	0.3890756251918217	1.0
ұрсуды	1	0.7479431563201198	2.873868592738016	6	6	0		2.85			0.0	ʊɾswdə	0		2.85			0.0	0		2.85			0.0
радиология	1	0.7479431563201198	2.873868592738016	10	13	0		6.7			0.0	ɾɑdəjoɫoɡəjja	0		8.0			0.0	0		8.0			0.0
қолдарымен	1	0.7479431563201198	2.873868592738016	10	10	0		4.1			0.0	qoɫdɑɾəmen	0		4.1			0.0	0		4.1			0.0
атайтынын	1	0.7479431563201198	2.873868592738016	9	9	0		3.75			0.0	ɑtɑjtənən	0		3.75			0.0	0		3.75			0.0
ашыңыз	1	0.7479431563201198	2.873868592738016	6	6	1	алыңыз	2.5	3.1748985884019967	0.0	0.0	ɑʃəŋəz	1	ɑɫəŋəz	2.5	3.1748985884019967	0.0	0.0	1	алыңыз(ɑɫəŋəz)	2.5	3.1748985884019967	0.0	0.0
епсізсің	1	0.7479431563201198	2.873868592738016	8	8	0		3.8			0.0	epsɪzsɪŋ	0		3.85			0.0	0		3.85			0.0
әскерлерімді	1	0.7479431563201198	2.873868592738016	12	12	0		5.3			0.0	æskeɾleɾɪmdɪ	0		5.3			0.0	0		5.3			0.0
адамдарыңа	1	0.7479431563201198	2.873868592738016	10	10	0		3.8			0.0	ɑdɑmdɑɾəŋɑ	0		3.8			0.0	0		3.8			0.0
әлемнің	1	0.7479431563201198	2.873868592738016	7	7	0		2.75			0.0	ælemnɪŋ	0		2.75			0.0	0		2.75			0.0
пациеті	1	0.7479431563201198	2.873868592738016	7	9	2	пациетті, пациетім	3.15	2.873868592738016	0.0	0.0	pɑtsəjetɪ	2	pɑtsəjettɪ, pɑtsəjetɪm	3.6	2.873868592738016	0.0	0.0	2	пациетті(pɑtsəjettɪ), пациетім(pɑtsəjetɪm)	3.6	2.873868592738016	0.0	0.0
кілемімді	1	0.7479431563201198	2.873868592738016	9	9	0		3.75			0.0	kɪlemɪmdɪ	0		3.75			0.0	0		3.75			0.0
шақырғанмын	1	0.7479431563201198	2.873868592738016	11	11	0		4.5			0.0	ʃɑqəɾʀɑnmən	0		4.45			0.0	0		4.5			0.0
көндіру	1	0.7479431563201198	2.873868592738016	7	7	1	көндіре	3.3	2.873868592738016	0.0	0.0	kɵndɪɾw	1	kɵndɪɾe	3.3	2.873868592738016	0.0	0.0	1	көндіре(kɵndɪɾe)	3.3	2.873868592738016	0.0	0.0
тырысамын	1	0.7479431563201198	2.873868592738016	9	9	0		3.75			0.0	təɾəsɑmən	0		3.75			0.0	0		3.75			0.0
болуды	1	0.7479431563201198	2.873868592738016	6	6	3	болады, болды, болуы	2.2	4.134405853569065	0.4664151970077324	0.6666666666666666	boɫwdə	3	boɫɑdə, boɫdə, boɫwə	2.2	4.134405853569065	0.4664151970077324	0.6666666666666666	3	болады(boɫɑdə), болды(boɫdə), болуы(boɫwə)	2.2	4.134405853569065	0.4664151970077324	0.6666666666666666
қонағыңызбын	1	0.7479431563201198	2.873868592738016	12	12	0		5.95			0.0	qonɑʀəŋəzbən	0		5.95			0.0	0		5.95			0.0
сезімсіз	1	0.7479431563201198	2.873868592738016	8	8	0		3.4			0.0	sezɪmsɪz	0		3.4			0.0	0		3.4			0.0
үкіметтік	1	0.7479431563201198	2.873868592738016	9	9	0		4.3			0.0	ukɪmettɪk	0		4.3			0.0	0		4.3			0.0
тасымал	1	0.7479431563201198	2.873868592738016	7	7	0		3.2			0.0	tɑsəmɑɫ	0		3.2			0.0	0		3.2			0.0
арылу	1	0.7479431563201198	2.873868592738016	5	5	0		2.6			0.0	ɑɾəɫw	0		2.6			0.0	0		2.6			0.0
жануда	1	0.7479431563201198	2.873868592738016	6	6	0		2.5			0.0	ʒɑnwdɑ	0		2.5			0.0	0		2.5			0.0
киуіме	1	0.7479431563201198	2.873868592738016	6	7	0		2.95			0.0	kəjwɪme	0		3.5			0.0	0		3.55			0.0
лютер	1	0.7479431563201198	2.873868592738016	5	6	0		2.85			0.0	ɫjuteɾ	0		3.35			0.0	0		3.35			0.0
туфлиыңды	1	0.7479431563201198	2.873868592738016	9	10	0		4.75			0.0	twfɫəjəŋdə	0		5.15			0.0	0		5.4			0.0
джунджу	1	0.7479431563201198	2.873868592738016	7	7	1	джанджу	4.45	2.873868592738016	0.0	0.0	dʒwndʒw	1	dʒɑndʒw	4.5	2.873868592738016	0.0	0.0	1	джанджу(dʒɑndʒw)	4.5	2.873868592738016	0.0	0.0
алтынын	1	0.7479431563201198	2.873868592738016	7	7	0		2.85			0.0	ɑɫtənən	0		2.85			0.0	0		2.85			0.0
әсерін	1	0.7479431563201198	2.873868592738016	6	6	1	әсері	2.65	2.873868592738016	0.0	0.0	æseɾɪn	1	æseɾɪ	2.65	2.873868592738016	0.0	0.0	1	әсері(æseɾɪ)	2.65	2.873868592738016	0.0	0.0
кітабы	1	0.7479431563201198	2.873868592738016	6	6	0		3.55			0.0	kɪtɑbə	0		3.55			0.0	0		3.55			0.0
босатты	1	0.7479431563201198	2.873868592738016	7	7	0		3.05			0.0	bosɑttə	0		3.1			0.0	0		3.1			0.0
қылмыспен	1	0.7479431563201198	2.873868592738016	9	9	0		4.3			0.0	qəɫməspen	0		4.25			0.0	0		4.3			0.0
трубкаларды	1	0.7479431563201198	2.873868592738016	11	11	1	трукаларды	5.25	2.873868592738016	0.0	0.0	tɾwbkɑɫɑɾdə	1	tɾwkɑɫɑɾdə	5.25	2.873868592738016	0.0	0.0	1	трукаларды(tɾwkɑɫɑɾdə)	5.25	2.873868592738016	0.0	0.0
табылады	1	0.7479431563201198	2.873868592738016	8	8	1	табылды	3.05	3.1748985884019967	0.0	0.0	tɑbəɫɑdə	1	tɑbəɫdə	3.05	3.1748985884019967	0.0	0.0	1	табылды(tɑbəɫdə)	3.05	3.1748985884019967	0.0	0.0
іздерін	1	0.7479431563201198	2.873868592738016	7	7	2	іздері, өздерін	2.65	3.0243835905700065	0.1505149978319904	0.0	ɪzdeɾɪn	2	ɪzdeɾɪ, ɵzdeɾɪn	2.65	3.0243835905700065	0.1505149978319904	0.0	2	іздері(ɪzdeɾɪ), өздерін(ɵzdeɾɪn)	2.65	3.0243835905700065	0.1505149978319904	0.0
ортада	1	0.7479431563201198	2.873868592738016	6	6	0		2.8			0.0	oɾtɑdɑ	0		2.8			0.0	0		2.8			0.0
