word	raw_frequency	freq_per_m	zipf	num_letters	num_phonemes	orth_density	orth_density_nbrs	OLD20	orth_nbr_zipf_m	orth_nbr_zipf_SD	orth_C	IPA	phon_density	phon_density_nbrs	PLD20	phon_nbr_zipf_m	phon_nbr_zipf_SD	phon_C	pg_density	pg_density_nbrs	PGLD20	pg_nbr_zipf_m	pg_nbr_zipf_SD	pg_C
мен	353	264.02393418100223	5.421643298125838	3	3	7	сен, мені, ме, ден, пен, мән, бен	1.65	3.813600026764621	0.831415829848987	0.2857142857142857	men	8	sen, menɪ, me, sen, den, pen, mæn, ben	1.6	3.6813071282607943	0.6252623842042888	0.3214285714285714	8	сен(sen), сен(sen), мені(menɪ), ме(me), ден(den), пен(pen), мән(mæn), бен(ben)	1.6	3.971308238051352	0.8825808213466151	0.3214285714285714
ол	210	157.06806282722513	5.196087887471935	2	2	10	ал, сол, қол, ой, жол, бол, ел, он, от, оқ	1.5	3.674818441448697	0.5579601546118816	0.2888888888888888	oɫ	10	ɑɫ, soɫ, qoɫ, oj, ʒoɫ, boɫ, eɫ, on, ot, oq	1.5	3.674818441448697	0.5579601546118816	0.2888888888888888	10	ал(ɑɫ), сол(soɫ), қол(qoɫ), ой(oj), жол(ʒoɫ), бол(boɫ), ел(eɫ), он(on), от(ot), оқ(oq)	1.5	3.674818441448697	0.5579601546118816	0.2888888888888888
сен	159	118.92296185489904	5.075265717058468	3	3	9	мен, сені, сэн, ден, сене, пен, сену, сан, бен	1.55	3.644220421582816	0.8204372465008872	0.2777777777777778	sen	9	men, senɪ, den, seɾ, sene, pen, senw, sɑn, ben	1.55	3.606173457047016	0.8149069172815049	0.25	8	мен(men), сені(senɪ), ден(den), сене(sene), пен(pen), сену(senw), сан(sɑn), бен(ben)	1.5	3.610340314543639	0.8642489109046229	0.3214285714285714
бұл	128	95.73672400897532	4.981078562385884	3	3	2	бол, бел	1.9	3.262944217929838	0.3890756251918217	1.0	bʊɫ	2	boɫ, beɫ	1.9	3.262944217929838	0.3890756251918217	1.0	2	бол(boɫ), бел(beɫ)	1.9	3.262944217929838	0.3890756251918217	1.0
керек	111	83.02169035153328	4.919191571524673	5	5	1	келек	1.95	2.873868592738016	0.0	0.0	keɾek	1	kelek	1.95	2.873868592738016	0.0	0.0	1	келек(kelek)	1.95	2.873868592738016	0.0	0.0
не	110	82.27374719521316	4.91526127789624	2	2	10	бе, де, ме, пе, ше, әне, же, ие, ине, те	1.5	3.811038126312992	0.6758614473040524	0.6666666666666666	ne	8	be, de, me, pe, ʃe, æne, ʒe, te	1.6	3.9856903528667793	0.6357995560767212	0.75	8	бе(be), де(de), ме(me), пе(pe), ше(ʃe), әне(æne), же(ʒe), те(te)	1.6	3.9856903528667793	0.6357995560767212	0.75
жоқ	109	81.52580403889306	4.911295090678639	3	3	3	жол, оқ, боқ	1.85	3.1332523428658967	0.3668240172900435	0.3333333333333333	ʒoq	3	ʒoɫ, oq, boq	1.85	3.1332523428658967	0.3668240172900435	0.3333333333333333	3	жол(ʒoɫ), оқ(oq), боқ(boq)	1.85	3.1332523428658967	0.3668240172900435	0.3333333333333333
оны	100	74.79431563201196	4.873868592738016	3	3	6	оның, осы, соны, он, боны, орны	1.7	3.606638216501803	0.6984652082354864	0.0666666666666666	onə	6	onəŋ, osə, sonə, on, bonə, oɾnə	1.7	3.606638216501803	0.6984652082354864	0.0666666666666666	6	оның(onəŋ), осы(osə), соны(sonə), он(on), боны(bonə), орны(oɾnə)	1.7	3.606638216501803	0.6984652082354864	0.0666666666666666
менің	96	71.8025430067315	4.856139825777584	5	5	3	мені, сенің, ненің	1.85	4.14367693567036	0.6857392164411362	0.3333333333333333	menɪŋ	3	menɪ, senɪŋ, nenɪŋ	1.85	4.14367693567036	0.6857392164411362	0.3333333333333333	3	мені(menɪ), сенің(senɪŋ), ненің(nenɪŋ)	1.85	4.14367693567036	0.6857392164411362	0.3333333333333333
ба	90	67.31488406881077	4.82811110217734	2	2	9	ма, бар, бе, да, па, бас, та, ға, бо	1.55	3.9784368730504474	0.7293946380273307	0.3333333333333333	bɑ	9	mɑ, bɑɾ, be, dɑ, pɑ, bɑs, tɑ, ʀɑ, bo	1.55	3.9784368730504474	0.7293946380273307	0.3333333333333333	9	ма(mɑ), бар(bɑɾ), бе(be), да(dɑ), па(pɑ), бас(bɑs), та(tɑ), ға(ʀɑ), бо(bo)	1.55	3.9784368730504474	0.7293946380273307	0.3333333333333333
маған	89	66.56694091249065	4.823258599382928	5	5	1	саған	1.95	4.517321269224203	0.0	0.0	mɑʀɑn	1	sɑʀɑn	1.95	4.517321269224203	0.0	0.0	1	саған(sɑʀɑn)	1.95	4.517321269224203	0.0	0.0
ма	87	65.07105459985041	4.813387845356634	2	2	10	ба, да, ме, па, та, ға, маз, ми, мау, мас	1.5	3.568379984162097	0.7412920592487043	0.3111111111111111	mɑ	9	bɑ, dɑ, me, pɑ, tɑ, ʀɑ, mɑz, mɑw, mɑs	1.55	3.6455479165425504	0.7423086427672917	0.3611111111111111	9	ба(bɑ), да(dɑ), ме(me), па(pɑ), та(tɑ), ға(ʀɑ), маз(mɑz), мау(mɑw), мас(mɑs)	1.55	3.6455479165425504	0.7423086427672917	0.3611111111111111
бар	82	61.33133881824981	4.787682445121733	3	3	9	ба, бір, бер, бара, бас, бару, қар, бәр, кар	1.55	3.619606208097165	0.7054095894532981	0.1666666666666666	bɑɾ	9	bɑ, bɪɾ, beɾ, bɑɾɑ, bɑs, bɑɾw, qɑɾ, bæɾ, kɑɾ	1.55	3.619606208097165	0.7054095894532981	0.1666666666666666	9	ба(bɑ), бір(bɪɾ), бер(beɾ), бара(bɑɾɑ), бас(bɑs), бару(bɑɾw), қар(qɑɾ), бәр(bæɾ), кар(kɑɾ)	1.55	3.619606208097165	0.7054095894532981	0.1666666666666666
бе	80	59.83545250560957	4.776958579729959	2	2	15	не, ба, де, ме, пе, ше, бер, же, ие, бес, бет, бел, бо, бен, те	1.25	3.6923455194045633	0.7587619790710101	0.3714285714285714	be	14	ne, bɑ, de, me, pe, ʃe, beɾ, ʒe, bes, bet, beɫ, bo, ben, te	1.3	3.7167280674007697	0.779695421184773	0.3516483516483517	14	не(ne), ба(bɑ), де(de), ме(me), пе(pe), ше(ʃe), бер(beɾ), же(ʒe), бес(bes), бет(bet), бел(beɫ), бо(bo), бен(ben), те(te)	1.3	3.7167280674007697	0.779695421184773	0.3516483516483517
деп	78	58.339566192969336	4.765963195428496	3	3	7	де, дем, жеп, ден, кеп, дей, дер	1.65	3.5440887633116445	0.5910284057818844	0.5238095238095238	dep	7	de, dem, ʒep, den, kep, dej, deɾ	1.65	3.5440887633116445	0.5910284057818844	0.5238095238095238	7	де(de), дем(dem), жеп(ʒep), ден(den), кеп(kep), дей(dej), дер(deɾ)	1.65	3.5440887633116445	0.5910284057818844	0.5238095238095238
емес	72	53.851907255048616	4.731201089169284	4	4	1	елес	1.95	3.350989847457678	0.0	0.0	emes	1	eles	1.95	3.350989847457678	0.0	0.0	1	елес(eles)	1.95	3.350989847457678	0.0	0.0
жақсы	71	53.1039640987285	4.725126941457091	5	5	2	жасы, жақты	2.0	2.873868592738016	0.0	0.0	ʒɑqsə	2	ʒɑsə, ʒɑqtə	2.0	2.873868592738016	0.0	0.0	2	жасы(ʒɑsə), жақты(ʒɑqtə)	2.0	2.873868592738016	0.0	0.0
оның	67	50.11219147344802	4.699943395438842	4	4	1	оны	1.95	4.873868592738016	0.0	0.0	onəŋ	1	onə	1.95	4.873868592738016	0.0	0.0	1	оны(onə)	1.95	4.873868592738016	0.0	0.0
біз	66	49.364248317127895	4.693412528279884	3	3	4	сіз, бір, із, бәз	1.8	3.883125562676959	0.7894378681338293	0.1666666666666666	bɪz	4	sɪz, bɪɾ, ɪz, bæz	1.8	3.883125562676959	0.7894378681338293	0.1666666666666666	4	сіз(sɪz), бір(bɪɾ), із(ɪz), бәз(bæz)	1.8	3.883125562676959	0.7894378681338293	0.1666666666666666
сіз	66	49.364248317127895	4.693412528279884	3	3	3	біз, сөз, із	1.85	3.898807406286407	0.575153741473278	0.3333333333333333	sɪz	3	bɪz, sɵz, ɪz	1.85	3.898807406286407	0.575153741473278	0.3333333333333333	3	біз(bɪz), сөз(sɵz), із(ɪz)	1.85	3.898807406286407	0.575153741473278	0.3333333333333333
ал	65	48.61630516080778	4.686781949380871	2	2	14	ол, ақ, ала, ай, ел, алу, аз, аш, қал, ас, ау, ап, ад, сал	1.3	3.5404646997971674	0.5564843208066405	0.3516483516483517	ɑɫ	14	oɫ, ɑq, ɑɫɑ, ɑj, eɫ, ɑɫw, ɑz, ɑʃ, qɑɫ, ɑs, ɑw, ɑp, ɑd, sɑɫ	1.3	3.5404646997971674	0.5564843208066405	0.3516483516483517	14	ол(oɫ), ақ(ɑq), ала(ɑɫɑ), ай(ɑj), ел(eɫ), алу(ɑɫw), аз(ɑz), аш(ɑʃ), қал(qɑɫ), ас(ɑs), ау(ɑw), ап(ɑp), ад(ɑd), сал(sɑɫ)	1.3	3.5404646997971674	0.5564843208066405	0.3516483516483517
де	64	47.86836200448767	4.680048566721903	2	2	15	не, бе, деп, да, ме, пе, ше, дем, ден, же, ие, ды, дей, дер, те	1.25	3.8262521975220247	0.739579470354943	0.3714285714285714	de	14	ne, be, dep, dɑ, me, pe, ʃe, dem, den, ʒe, də, dej, deɾ, te	1.3	3.860199508240907	0.754162672604438	0.3516483516483517	14	не(ne), бе(be), деп(dep), да(dɑ), ме(me), пе(pe), ше(ʃe), дем(dem), ден(den), же(ʒe), ды(də), дей(dej), дер(deɾ), те(te)	1.3	3.860199508240907	0.754162672604438	0.3516483516483517
ғой	63	47.12041884816754	4.673209142191597	3	3	2	қой, ой	1.9	3.927473577561949	0.1505149978319904	1.0	ʀoj	2	qoj, oj	1.9	3.927473577561949	0.1505149978319904	1.0	2	қой(qoj), ой(oj)	1.9	3.927473577561949	0.1505149978319904	1.0
мені	62	46.37247569184741	4.666260282236269	4	4	4	мен, менің, сені, нені	1.8	4.497327034181252	0.8266602402869139	0.1666666666666666	menɪ	4	men, menɪŋ, senɪ, nenɪ	1.8	4.497327034181252	0.8266602402869139	0.1666666666666666	4	мен(men), менің(menɪŋ), сені(senɪ), нені(nenɪ)	1.8	4.497327034181252	0.8266602402869139	0.1666666666666666
енді	58	43.380703066566944	4.637296586300953	4	4	4	еді, емді, сенді, елді	1.8	3.376018635678495	0.6253906184437213	0.5	endɪ	5	edɪ, emdɪ, sendɪ, eɫdɪ, sendɪ	1.75	3.275588627090399	0.5943361733984869	0.3	5	еді(edɪ), емді(emdɪ), сенді(sendɪ), сенді(sendɪ), елді(eɫdɪ)	1.75	3.275588627090399	0.5943361733984869	0.3
жатыр	58	43.380703066566944	4.637296586300953	5	5	1	жатып	1.95	3.1748985884019967	0.0	0.0	ʒɑtəɾ	1	ʒɑtəp	1.95	3.1748985884019967	0.0	0.0	1	жатып(ʒɑtəp)	1.95	3.1748985884019967	0.0	0.0
олар	57	42.63275991024682	4.629743448410507	4	4	3	болар, олай, алар	1.85	3.7353123341938583	0.3995414845633839	0.0	oɫɑɾ	3	boɫɑɾ, oɫɑj, ɑɫɑɾ	1.85	3.7353123341938583	0.3995414845633839	0.0	3	болар(boɫɑɾ), олай(oɫɑj), алар(ɑɫɑɾ)	1.85	3.7353123341938583	0.3995414845633839	0.0
бір	55	41.13687359760658	4.614231282232259	3	3	6	бар, біз, бер, бірі, кір, бәр	1.7	3.848418782776753	0.7182134170884616	0.2	bɪɾ	6	bɑɾ, bɪz, beɾ, bɪɾɪ, kɪɾ, bæɾ	1.7	3.848418782776753	0.7182134170884616	0.2	6	бар(bɑɾ), біз(bɪz), бер(beɾ), бірі(bɪɾɪ), кір(kɪɾ), бәр(bæɾ)	1.7	3.848418782776753	0.7182134170884616	0.2
үшін	55	41.13687359760658	4.614231282232259	4	4	1	үнін	2.05	2.873868592738016	0.0	0.0	uʃɪn	1	unɪn	2.05	2.873868592738016	0.0	0.0	1	үнін(unɪn)	2.05	2.873868592738016	0.0	0.0
сенің	52	38.893044128646224	4.589871936372814	5	5	5	менің, сені, сеніп, ненің, сенгің	1.75	3.723286403947837	0.8084365002560333	0.2	senɪŋ	6	menɪŋ, senɪ, senɪp, nenɪŋ, sennɪŋ, senɡɪŋ	1.7	3.5817167687462	0.8030262265398365	0.2	5	менің(menɪŋ), сені(senɪ), сеніп(senɪp), ненің(nenɪŋ), сенгің(senɡɪŋ)	1.75	3.723286403947837	0.8084365002560333	0.2
да	51	38.1451009723261	4.581438768835952	2	2	10	ба, ма, де, па, та, ға, дан, ды, нда, дуа	1.5	3.6517808909469607	0.7874320406635339	0.2444444444444444	dɑ	10	bɑ, mɑ, de, pɑ, tɑ, ʀɑ, dɑn, də, ndɑ, dwɑ	1.5	3.6517808909469607	0.7874320406635339	0.2444444444444444	10	ба(bɑ), ма(mɑ), де(de), па(pɑ), та(tɑ), ға(ʀɑ), дан(dɑn), ды(də), нда(ndɑ), дуа(dwɑ)	1.5	3.6517808909469607	0.7874320406635339	0.2444444444444444
бірақ	50	37.39715781600598	4.572838597074035	5	5	1	біраз	2.4	3.776958579729959	0.0	0.0	bɪɾɑq	1	bɪɾɑz	2.4	3.776958579729959	0.0	0.0	1	біраз(bɪɾɑz)	2.4	3.776958579729959	0.0	0.0
сені	46	34.405385190725504	4.536626424419589	4	4	8	сен, мені, сенің, сене, нені, сеніп, сенді, сену	1.6	3.7381076102516944	0.8345602477882618	0.1785714285714285	senɪ	10	sen, menɪ, senɪŋ, sen, sene, nenɪ, senɪp, sendɪ, senw, sendɪ	1.5	3.5533986313485584	0.652107085481105	0.1555555555555555	10	сен(sen), сен(sen), мені(menɪ), сенің(senɪŋ), сене(sene), нені(nenɪ), сеніп(senɪp), сенді(sendɪ), сенді(sendɪ), сену(senw)	1.5	3.785399519181003	0.8991363685780673	0.1555555555555555
адам	44	32.909498878085266	4.517321269224203	4	4	4	апам, анам, адал, алам	1.8	3.250156087317992	0.1303498117730636	0.5	ɑdɑm	4	ɑpɑm, ɑnɑm, ɑdɑɫ, ɑɫɑm	1.8	3.250156087317992	0.1303498117730636	0.5	4	апам(ɑpɑm), анам(ɑnɑm), адал(ɑdɑɫ), алам(ɑɫɑm)	1.8	3.250156087317992	0.1303498117730636	0.5
саған	44	32.909498878085266	4.517321269224203	5	5	4	маған, соған, сағат, салған	1.8	3.73049640807916	0.6464710664249997	0.0	sɑʀɑn	4	mɑʀɑn, soʀɑn, sɑʀɑt, sɑɫʀɑn	1.8	3.73049640807916	0.6464710664249997	0.0	4	маған(mɑʀɑn), соған(soʀɑn), сағат(sɑʀɑt), салған(sɑɫʀɑn)	1.8	3.73049640807916	0.6464710664249997	0.0
келеді	42	31.41361256544503	4.497117883135916	6	6	5	келді, келесі, кетеді, әкеледі, келмеді	1.75	3.491424876299924	0.3525699669696164	0.0	keledɪ	3	kelesɪ, ketedɪ, ækeledɪ	1.85	3.392636092993778	0.1969974284971864	0.0	3	келесі(kelesɪ), кетеді(ketedɪ), әкеледі(ækeledɪ)	1.85	3.392636092993778	0.1969974284971864	0.0
болады	42	31.41361256544503	4.497117883135916	6	6	3	болды, болуды, болмады	1.85	3.392636092993778	0.7336480345800871	0.3333333333333333	boɫɑdə	3	boɫdə, boɫwdə, boɫmɑdə	1.85	3.392636092993778	0.7336480345800871	0.3333333333333333	3	болды(boɫdə), болуды(boɫwdə), болмады(boɫmɑdə)	1.85	3.392636092993778	0.7336480345800871	0.3333333333333333
оған	40	29.917726252804787	4.4759285840659775	4	4	3	одан, соған, ооған	1.85	3.46658567619923	0.446934225474731	0.3333333333333333	oʀɑn	3	odɑn, soʀɑn, ooʀɑn	1.85	3.46658567619923	0.446934225474731	0.3333333333333333	3	одан(odɑn), соған(soʀɑn), ооған(ooʀɑn)	1.85	3.46658567619923	0.446934225474731	0.3333333333333333
қайда	39	29.169783096484668	4.4649331997645145	5	5	5	қайта, қайдан, пайда, айда, қарда	1.75	3.4009653421009984	0.4579371672739998	0.1	qɑjdɑ	5	qɑjtɑ, qɑjdɑn, pɑjdɑ, ɑjdɑ, qɑɾdɑ	1.75	3.4009653421009984	0.4579371672739998	0.1	5	қайта(qɑjtɑ), қайдан(qɑjdɑn), пайда(pɑjdɑ), айда(ɑjdɑ), қарда(qɑɾdɑ)	1.75	3.4009653421009984	0.4579371672739998	0.1
тек	38	28.42183994016455	4.453652189354826	3	3	6	тез, жек, тік, ек, тең, те	1.7	3.1408785912926764	0.3946961272483064	0.2666666666666666	tek	6	tez, ʒek, tɪk, ek, teŋ, te	1.7	3.1408785912926764	0.3946961272483064	0.2666666666666666	6	тез(tez), жек(ʒek), тік(tɪk), ек(ek), тең(teŋ), те(te)	1.7	3.1408785912926764	0.3946961272483064	0.2666666666666666
неге	38	28.42183994016455	4.453652189354826	4	4	2	неше, неңе	1.9	3.0243835905700065	0.1505149978319904	1.0	neɡe	2	neʃe, neŋe	1.9	3.0243835905700065	0.1505149978319904	1.0	2	неше(neʃe), неңе(neŋe)	1.9	3.0243835905700065	0.1505149978319904	1.0
мына	37	27.673896783844427	4.442070316805011	4	4	2	мында, мынау	1.9	4.084670556172931	0.1694092782766902	0.0	mənɑ	2	məndɑ, mənɑw	1.9	4.084670556172931	0.1694092782766902	0.0	2	мында(məndɑ), мынау(mənɑw)	1.9	4.084670556172931	0.1694092782766902	0.0
николас	37	27.673896783844427	4.442070316805011	7	8	2	ноколас, никола	3.6	2.873868592738016	0.0	0.0	nəjkoɫɑs	1	nəjkoɫɑ	4.25	2.873868592738016	0.0	0.0	1	никола(nəjkoɫɑ)	4.3	2.873868592738016	0.0	0.0
болды	36	26.925953627524308	4.430171093505303	5	5	10	болады, болдым, болдың, болуы, қолды, болуды, болдық, жолды, болшы, толды	1.5	3.226502520477	0.5103864146044838	0.2	boɫdə	10	boɫɑdə, boɫdəm, boɫdəŋ, boɫwə, qoɫdə, boɫwdə, boɫdəq, ʒoɫdə, boɫʃə, toɫdə	1.5	3.226502520477	0.5103864146044838	0.2	10	болады(boɫɑdə), болдым(boɫdəm), болдың(boɫdəŋ), болуы(boɫwə), қолды(qoɫdə), болуды(boɫwdə), болдық(boɫdəq), жолды(ʒoɫdə), болшы(boɫʃə), толды(toɫdə)	1.5	3.226502520477	0.5103864146044838	0.2
және	35	26.17801047120419	4.417936637088292	4	4	3	кәне, әне, қәне	1.85	3.3075452579593425	0.3091973211650057	1.0	ʒæne	3	kæne, æne, qæne	1.85	3.3075452579593425	0.3091973211650057	1.0	3	кәне(kæne), әне(æne), қәне(qæne)	1.85	3.3075452579593425	0.3091973211650057	1.0
сол	35	26.17801047120419	4.417936637088292	3	3	7	ол, қол, соң, жол, бол, сәл, сал	1.65	3.772939327519734	0.6842026367796146	0.3333333333333333	soɫ	7	oɫ, qoɫ, soŋ, ʒoɫ, boɫ, sæɫ, sɑɫ	1.65	3.772939327519734	0.6842026367796146	0.3333333333333333	7	ол(oɫ), қол(qoɫ), соң(soŋ), жол(ʒoɫ), бол(boɫ), сәл(sæɫ), сал(sɑɫ)	1.65	3.772939327519734	0.6842026367796146	0.3333333333333333
мүмкін	34	25.430067314884067	4.40534750978027	6	6	2	мұмкін, мүмкім	2.9	2.873868592738016	0.0	0.0	mumkɪn	2	mʊmkɪn, mumkɪm	2.9	2.873868592738016	0.0	0.0	2	мұмкін(mʊmkɪn), мүмкім(mumkɪm)	2.9	2.873868592738016	0.0	0.0
осында	34	25.430067314884067	4.40534750978027	6	6	3	осындай, осынша, орында	1.85	3.1332523428658967	0.3668240172900435	0.0	osəndɑ	3	osəndɑj, osənʃɑ, oɾəndɑ	1.85	3.1332523428658967	0.3668240172900435	0.0	3	осындай(osəndɑj), осынша(osənʃɑ), орында(oɾəndɑ)	1.85	3.1332523428658967	0.3668240172900435	0.0
доктор	34	25.430067314884067	4.40534750978027	6	6	0		3.5			0.0	doktoɾ	0		3.5			0.0	0		3.5			0.0
еді	34	25.430067314884067	4.40534750978027	3	3	10	енді, едім, екі, едік, едің, деді, емді, емі, елді, еті	1.5	3.584303371434325	0.5537805479011595	0.2222222222222222	edɪ	10	endɪ, edɪm, ekɪ, edɪk, edɪŋ, dedɪ, emdɪ, emɪ, eɫdɪ, etɪ	1.5	3.584303371434325	0.5537805479011595	0.2222222222222222	10	енді(endɪ), едім(edɪm), екі(ekɪ), едік(edɪk), едің(edɪŋ), деді(dedɪ), емді(emdɪ), емі(emɪ), елді(eɫdɪ), еті(etɪ)	1.5	3.584303371434325	0.5537805479011595	0.2222222222222222
жұмыс	33	24.682124158563948	4.392382532615903	5	5	1	жұмысы	2.35	3.5728385970740346	0.0	0.0	ʒʊməs	1	ʒʊməsə	2.35	3.5728385970740346	0.0	0.0	1	жұмысы(ʒʊməsə)	2.35	3.5728385970740346	0.0	0.0
басқа	33	24.682124158563948	4.392382532615903	5	5	2	босқа, асқа	1.9	3.0243835905700065	0.1505149978319904	0.0	bɑsqɑ	2	bosqɑ, ɑsqɑ	1.9	3.0243835905700065	0.1505149978319904	0.0	2	босқа(bosqɑ), асқа(ɑsqɑ)	1.9	3.0243835905700065	0.1505149978319904	0.0
тағы	32	23.934181002243832	4.379018571057921	4	4	2	таңғы, жағы	1.9	2.873868592738016	0.0	0.0	tɑʀə	2	tɑŋʀə, ʒɑʀə	1.9	2.873868592738016	0.0	0.0	2	таңғы(tɑŋʀə), жағы(ʒɑʀə)	1.9	2.873868592738016	0.0	0.0
ме	32	23.934181002243832	4.379018571057921	2	2	11	мен, не, ма, бе, де, пе, ше, же, ие, ми, те	1.45	4.127793320853158	0.8446288657737769	0.5272727272727272	me	9	men, ne, mɑ, be, de, pe, ʃe, ʒe, te	1.55	4.353429787687672	0.7610971564008608	0.5833333333333334	9	мен(men), не(ne), ма(mɑ), бе(be), де(de), пе(pe), ше(ʃe), же(ʒe), те(te)	1.55	4.353429787687672	0.7610971564008608	0.5833333333333334
егер	31	23.186237845923703	4.365230286572288	4	4	0		2.15			0.0	eɡeɾ	0		2.15			0.0	0		2.2			0.0
бәрі	31	23.186237845923703	4.365230286572288	4	4	7	бәрін, бері, әрі, бірі, дәрі, бәрің, бәр	1.65	3.5652405540909924	0.4056037447501978	0.1428571428571428	bæɾɪ	7	bæɾɪn, beɾɪ, æɾɪ, bɪɾɪ, dæɾɪ, bæɾɪŋ, bæɾ	1.65	3.5652405540909924	0.4056037447501978	0.1428571428571428	7	бәрін(bæɾɪn), бері(beɾɪ), әрі(æɾɪ), бірі(bɪɾɪ), дәрі(dæɾɪ), бәрің(bæɾɪŋ), бәр(bæɾ)	1.65	3.5652405540909924	0.4056037447501978	0.1428571428571428
осы	31	23.186237845923703	4.365230286572288	3	3	2	оны, досы	1.9	3.873868592738016	1.0	0.0	osə	2	onə, dosə	1.9	3.873868592738016	1.0	0.0	2	оны(onə), досы(dosə)	1.9	3.873868592738016	1.0	0.0
біздің	30	22.43829468960359	4.350989847457678	6	6	3	сіздің, бізді, білдің	2.4	3.69812074251042	0.6041870932184151	0.0	bɪzdɪŋ	3	sɪzdɪŋ, bɪzdɪ, bɪɫdɪŋ	2.4	3.69812074251042	0.6041870932184151	0.0	3	сіздің(sɪzdɪŋ), бізді(bɪzdɪ), білдің(bɪɫdɪŋ)	2.4	3.69812074251042	0.6041870932184151	0.0
дұрыс	30	22.43829468960359	4.350989847457678	5	5	2	бұрыс, дұрын	2.25	2.873868592738016	0.0	0.0	dʊɾəs	2	bʊɾəs, dʊɾən	2.25	2.873868592738016	0.0	0.0	2	бұрыс(bʊɾəs), дұрын(dʊɾən)	2.25	2.873868592738016	0.0	0.0
болып	30	22.43829468960359	4.350989847457678	5	5	1	солып	1.95	2.873868592738016	0.0	0.0	boɫəp	1	soɫəp	1.95	2.873868592738016	0.0	0.0	1	солып(soɫəp)	1.95	2.873868592738016	0.0	0.0
едім	29	21.690351533283472	4.336266590636972	4	4	6	еді, едік, едің, дедім, есім, ердім	1.7	3.5293485023753157	0.483990016670535	0.2	edɪm	6	edɪ, edɪk, edɪŋ, dedɪm, esɪm, eɾdɪm	1.7	3.5293485023753157	0.483990016670535	0.2	6	еді(edɪ), едік(edɪk), едің(edɪŋ), дедім(dedɪm), есім(esɪm), ердім(eɾdɪm)	1.7	3.5293485023753157	0.483990016670535	0.2
екен	28	20.94240837696336	4.321026624080235	4	4	1	екені	1.95	2.873868592738016	0.0	0.0	eken	1	ekenɪ	1.95	2.873868592738016	0.0	0.0	1	екені(ekenɪ)	1.95	2.873868592738016	0.0	0.0
сіздің	27	20.19446522064323	4.305232356897003	6	6	2	біздің, сізді	2.45	4.262944217929837	0.0880456295278406	0.0	sɪzdɪŋ	2	bɪzdɪŋ, sɪzdɪ	2.45	4.262944217929837	0.0880456295278406	0.0	2	біздің(bɪzdɪŋ), сізді(sɪzdɪ)	2.45	4.262944217929837	0.0880456295278406	0.0
иә	27	20.19446522064323	4.305232356897003	2	3	2	ие, ит	1.9	3.112429220097847	0.238560627359831	1.0	əjæ	2	əje, əjt	2.15	3.112429220097847	0.238560627359831	1.0	2	ие(əje), ит(əjt)	2.3	3.112429220097847	0.238560627359831	1.0
фбр	26	19.446522064323112	4.288841940708833	3	6	0		2.0			0.0	fəbərə	0		3.75			0.0	0		3.95			0.0
тұр	26	19.446522064323112	4.288841940708833	3	3	3	тұра, құр, тр	1.85	3.074555256514003	0.2838138016994106	0.0	tʊɾ	2	tʊɾɑ, qʊɾ	1.9	3.174898588401997	0.301029995663981	0.0	2	тұра(tʊɾɑ), құр(qʊɾ)	1.9	3.174898588401997	0.301029995663981	0.0
кетті	26	19.446522064323112	4.288841940708833	5	5	5	кеттік, кеттің, кеттім, кетуі, кетші	1.75	3.3407593429682017	0.3166650870307863	0.4	kettɪ	5	kettɪk, kettɪŋ, kettɪm, ketwɪ, ketʃɪ	1.75	3.3407593429682017	0.3166650870307863	0.4	5	кеттік(kettɪk), кеттің(kettɪŋ), кеттім(kettɪm), кетуі(ketwɪ), кетші(ketʃɪ)	1.75	3.3407593429682017	0.3166650870307863	0.4
президент	26	19.446522064323112	4.288841940708833	9	10	0		4.3			0.0	pɾezəjdent	0		4.85			0.0	0		4.9			0.0
сияқты	25	18.69857890800299	4.271808601410053	6	8	0		3.55			0.0	səjjaqtə	0		3.8			0.0	0		3.95			0.0
болған	25	18.69857890800299	4.271808601410053	6	6	1	болғаны	1.95	2.873868592738016	0.0	0.0	boɫʀɑn	1	boɫʀɑnə	1.95	2.873868592738016	0.0	0.0	1	болғаны(boɫʀɑnə)	1.95	2.873868592738016	0.0	0.0
өте	25	18.69857890800299	4.271808601410053	3	3	2	ете, те	1.9	3.0243835905700065	0.1505149978319904	1.0	ɵte	2	ete, te	1.9	3.0243835905700065	0.1505149978319904	1.0	2	ете(ete), те(te)	1.9	3.0243835905700065	0.1505149978319904	1.0
болса	24	17.950635751682874	4.254079834449621	5	5	5	бола, болсаң, болсам, болсақ, болма	1.75	3.375977594779338	0.4792297721537254	0.4	boɫsɑ	5	boɫɑ, boɫsɑŋ, boɫsɑm, boɫsɑq, boɫmɑ	1.75	3.375977594779338	0.4792297721537254	0.4	5	бола(boɫɑ), болсаң(boɫsɑŋ), болсам(boɫsɑm), болсақ(boɫsɑq), болма(boɫmɑ)	1.75	3.375977594779338	0.4792297721537254	0.4
шығар	24	17.950635751682874	4.254079834449621	5	5	2	шыға, шығару	2.15	2.873868592738016	0.0	0.0	ʃəʀɑɾ	2	ʃəʀɑ, ʃəʀɑɾw	2.15	2.873868592738016	0.0	0.0	2	шыға(ʃəʀɑ), шығару(ʃəʀɑɾw)	2.15	2.873868592738016	0.0	0.0
